mdomid	ogsid
LOC101887811_XP_005187782.1	17589
LOC101901020_XP_005183000.1	26017.1
LOC101893181_XP_005178062.1	25807
LOC101887670_XP_005180308.1	22920
LOC101887335_XP_005182648.1	6562
LOC101894507_XP_005188437.1	17608
LOC101891743_XP_005178053.1	22342
LOC101887736_XP_005182149.1	23686
LOC101891350_XP_005183527.1	11457
LOC101893621_XP_005175526.1	2253
LOC101896307_XP_005189835.1	11419.1
LOC101889736_XP_005175922.1	8855
LOC101899322_XP_005189931.1	21823
LOC101901377_XP_005188481.1	2544
LOC101899509_XP_005175691.1	5812.1
LOC101895948_XP_005179667.1	473
LOC101900399_XP_005189064.1	24595
LOC101890252_XP_005183024.1	8387
LOC101891767_XP_005185960.1	667
LOC101893682_XP_005178234.1	21096
LOC101897699_XP_005188010.1	11682
LOC101893659_XP_005187814.1	10827
LOC101887815_XP_005189306.1	11740
LOC101898492_XP_005183167.1	9876
LOC101897782_XP_005192096.1	4722
LOC101888730_XP_005190345.1	27010
LOC101891479_XP_005187125.1	20328
LOC101894540_XP_005181745.1	7937
LOC101894221_XP_005186401.1	3513
LOC101891406_XP_005184041.1	23794
LOC101899300_XP_005182809.1	20446
LOC101895874_XP_005177017.1	13084
LOC101890189_XP_005180764.1	13740
LOC101887421_XP_005189392.1	16370
LOC101898641_XP_005178090.1	2750
LOC101901580_XP_005181703.1	26415
LOC101892693_XP_005188517.1	11913
LOC101898244_XP_005177755.1	23524
LOC101889975_XP_005181377.1	6175
LOC101895574_XP_005190461.1	5708
LOC101898737_XP_005189371.1	15999
LOC101898054_XP_005175159.1	1814
LOC101893011_XP_005180698.1	9675
LOC101887482_XP_005175909.1	26436
LOC101889227_XP_005179085.1	24704
LOC101900590_XP_005176429.1	18357
LOC101893865_XP_005184329.1	5233
LOC101892670_XP_005182681.1	6267
LOC101888938_XP_005180136.1	11848
LOC101899953_XP_005176062.1	20395.1.2.2
LOC101901800_XP_005183680.1	20430
LOC101899249_XP_005188375.1	15840
LOC101889050_XP_005179082.1	9178
LOC101894471_XP_005175864.1	3607
LOC101893034_XP_005186885.1	6435
LOC101889240_XP_005182838.1	5892
LOC101896037_XP_005191842.1	23712
LOC101897432_XP_005191380.1	5137.1
LOC101895175_XP_005176483.1	18483
LOC101899191_XP_005186507.1	14277
LOC101894929_XP_005186810.1	27394
LOC101898361_XP_005181511.1	9495.1.1.1.1
LOC101893443_XP_005188858.1	14316
LOC101900957_XP_005180386.1	21338
LOC101898987_XP_005178013.1	7299
LOC101897974_XP_005185849.1	25983
LOC101900369_XP_005181170.1	4048
LOC101891794_XP_005178662.1	23789
LOC101895714_XP_005180091.1	6817
LOC101888660_XP_005186028.1	1993
LOC101901164_XP_005174934.1	9000
LOC101890969_XP_005190776.1	27096
LOC101887328_XP_005178373.1	4913
LOC101894225_XP_005187475.1	22359
LOC101900379_XP_005183496.1	25534
LOC101891315_XP_005190692.1	11473
LOC101893760_XP_005185319.1	15900
LOC101897182_XP_005188273.1	5802
LOC101895953_XP_005182702.1	10326
LOC101893713_XP_005188432.1	17993
LOC101897897_XP_005177494.1	17849
LOC101894077_XP_005176916.1	18649
LOC101898684_XP_005189221.1	26742
LOC101901662_XP_005175174.1	17614
LOC101900986_XP_005190490.1	13003
LOC101889661_XP_005190041.1	19114
LOC101889590_XP_005185635.1	18944
LOC101891598_XP_005186386.1	10384.2.1.1.2.1.1.1.2
LOC101894417_XP_005178679.1	17545
LOC101901761_XP_005186018.1	25956
LOC101898216_XP_005189536.1	15648
LOC101901039_XP_005188031.1	1213
LOC101889019_XP_005187960.1	776
LOC101897441_XP_005177028.1	2204.1
LOC101901603_XP_005189555.1	26715
LOC101894100_XP_005183544.1	3189
LOC101897425_XP_005188457.1	23892
LOC101898267_XP_005185433.1	27282
LOC101900453_XP_005191145.1	6469
LOC101900397_XP_005188563.1	20775
LOC101896850_XP_005192006.1	9531
LOC101892246_XP_005190526.1	26436
LOC101894486_XP_005180971.1	13368.2
LOC101897687_XP_005185259.1	4363
LOC101894867_XP_005183727.1	11419.1
LOC101887512_XP_005185209.1	24765.1
LOC101894017_XP_005177472.1	16574
LOC101894908_XP_005179661.1	6935
LOC101900140_XP_005180737.1	21497
LOC101888833_XP_005184472.1	15110
LOC101892395_XP_005185396.1	27246
LOC101893440_XP_005188251.1	11848
LOC101888825_XP_005182483.1	13893
LOC101896274_XP_005178779.1	6246
LOC101893008_XP_005179736.1	563
LOC101894069_XP_005175452.1	26685
LOC101891991_XP_005183709.1	11848
LOC101897103_XP_005181934.1	14793
LOC101899389_XP_005191564.1	25419
LOC101894139_XP_005177983.1	12572
LOC101896916_XP_005179040.1	19325
LOC101900464_XP_005176690.1	25414
LOC101889392_XP_005175580.1	21823
LOC101892959_XP_005181818.1	5626
LOC101892053_XP_005185961.1	25304
LOC101890045_XP_005186955.1	8586
LOC101900039_XP_005185444.1	4471.2
LOC101895421_XP_005180623.1	18337
LOC101889737_XP_005176453.1	16992
LOC101890318_XP_005183787.1	10048
LOC101889575_XP_005180678.1	1674
LOC101891896_XP_005190441.1	25093
LOC101899634_XP_005182811.1	3757
LOC101895624_XP_005189125.1	7378
LOC101898237_XP_005176052.1	26280
LOC101893890_XP_005191276.1	90
LOC101895127_XP_005178683.1	6538
LOC101900179_XP_005175976.1	12128
LOC101887333_XP_005182298.1	15767
LOC101900470_XP_005177682.1	5411
LOC101901561_XP_005176964.1	20376
LOC101901413_XP_005181450.1	19506
LOC101899353_XP_005181344.1	21554
LOC101897837_XP_005174993.1	22332
LOC101887392_XP_005180128.1	16349
LOC101898257_XP_005182451.1	9806
LOC101892014_XP_005190358.1	25554
LOC101894236_XP_005191278.1	21200
LOC101900984_XP_005189860.1	21714
LOC101892265_XP_005180244.1	957.2
LOC101895640_XP_005175673.1	24117
LOC101896599_XP_005189209.1	5649
LOC101899181_XP_005183252.1	6527
LOC101888233_XP_005176353.1	25259
LOC101897145_XP_005176133.1	9724
LOC101890547_XP_005185815.1	24835
LOC101890278_XP_005190434.1	15087.1
LOC101891861_XP_005178311.1	16632
LOC101893179_XP_005177799.1	5332.1
LOC101892715_XP_005176908.1	17260.1
LOC101901770_XP_005189159.1	15087.2.1
LOC101900925_XP_005189155.1	25184
LOC101892819_XP_005191269.1	19052
LOC101890665_XP_005184890.1	24007
LOC101896342_XP_005182614.1	26032
LOC101893769_XP_005187398.1	6865
LOC101895071_XP_005179662.1	4360
LOC101891337_XP_005179190.1	20948
LOC101896545_XP_005189598.1	22533
LOC101893511_XP_005177469.1	7168
LOC101890981_XP_005176369.1	14524.2
LOC101887739_XP_005183008.1	9215
LOC101901532_XP_005185703.1	3838
LOC101892230_XP_005187464.1	25958
LOC101887346_XP_005186186.1	20224
LOC101892880_XP_005191821.1	17614
LOC101899383_XP_005190013.1	7827
LOC101895777_XP_005183473.1	11848
LOC101893670_XP_005191530.1	5444
LOC101899433_XP_005188644.1	11766
LOC101896940_XP_005186245.1	15460.1
LOC101901155_XP_005189552.1	5090
LOC101899288_XP_005179596.1	2542
LOC101894991_XP_005187907.1	11
LOC101893586_XP_005182424.1	6596
LOC101892186_XP_005189658.1	24557
LOC101887762_XP_005189394.1	20376
LOC101892957_XP_005181212.1	915
LOC101893162_XP_005188336.1	7027.2
LOC101901102_XP_005188898.1	13366
LOC101893500_XP_005190149.1	1196
LOC101899821_XP_005188200.1	22116
PASA1_gene_15_PASA1_model_16	16934
LOC101892326_XP_005182590.1	1911
LOC101901174_XP_005177329.1	26023
LOC101892771_XP_005176106.1	6028
LOC101897153_XP_005178431.1	1309
LOC101898603_XP_005182453.1	10346
LOC101895708_XP_005178950.1	15311
LOC101898712_XP_005182277.1	22586
LOC101890789_XP_005189800.1	10766
LOC101900447_XP_005189381.1	10103
LOC101894891_XP_005191538.1	19903.2
LOC101894887_XP_005189989.1	25135
LOC101899839_XP_005176686.1	12689
LOC101895311_XP_005183316.1	9606
LOC101888400_XP_005175708.1	20289.1.1.1.1
LOC101900143_XP_005182136.1	11384
LOC101887732_XP_005181183.1	21177
LOC101893195_XP_005181561.1	22261
LOC101889554_XP_005189877.1	2542
LOC101901566_XP_005178631.1	9767
LOC101899703_XP_005186747.1	9171
LOC101887444_XP_005180842.1	834
LOC101887742_XP_005184546.1	25224
LOC101896341_XP_005182528.1	11234
LOC101891258_XP_005191426.1	3252
LOC101897659_XP_005190815.1	17129
LOC101899234_XP_005183917.1	19403
LOC101889541_XP_005186033.1	7252.1
LOC101895014_XP_005177739.1	7155
LOC101888846_XP_005189563.1	16456.2
LOC101894890_XP_005191367.1	19558
LOC101894451_XP_005188948.1	27079
LOC101888716_XP_005186282.1	23275
LOC101893236_XP_005176290.1	13001
LOC101898208_XP_005187252.1	17180
LOC101897644_XP_005187163.1	17857
LOC101899443_XP_005190901.1	6330.1.1
LOC101892535_XP_005175443.1	5403
LOC101900211_XP_005185445.1	22637
LOC101898553_XP_005186000.1	3173.1
LOC101889769_XP_005187705.1	1625
LOC101890677_XP_005188323.1	6773
LOC101900020_XP_005180564.1	3718
LOC101897162_XP_005180634.1	12758
LOC101894942_XP_005189741.1	20044
LOC101898722_XP_005185348.1	11390
LOC101888057_XP_005178465.1	14504
LOC101893647_XP_005183630.1	27365
LOC101890767_XP_005182670.1	15898
LOC101894095_XP_005181657.1	5802
LOC101898369_XP_005184596.1	18542
LOC101896910_XP_005177822.1	13965.2
LOC101889741_XP_005177265.1	10557
LOC101901382_XP_005190116.1	16793.1
LOC101891084_XP_005191012.1	3743
LOC101893421_XP_005183226.1	10762
LOC101901367_XP_005185702.1	155
LOC101892006_XP_005187302.1	11183
LOC101892123_XP_005189331.1	8437
LOC101899336_XP_005176235.1	5959
LOC101892646_XP_005175362.1	22205.1
LOC101888881_XP_005181714.1	5043
LOC101895554_XP_005184995.1	26327
LOC101901405_XP_005179068.1	17564.1
LOC101892842_XP_005180697.1	25754
LOC101890191_XP_005181464.1	18029
LOC101896992_XP_005182708.1	10737
LOC101900824_XP_005176870.1	4901
LOC101895844_XP_005184839.1	12664
LOC101890316_XP_005182844.1	7742
LOC101893716_XP_005189028.1	12622
LOC101901686_XP_005180575.1	16281
LOC101898678_XP_005187759.1	24465
LOC101896646_XP_005184844.1	1361
LOC101900195_XP_005181257.1	6132
LOC101895570_XP_005188791.1	19232
LOC101900409_XP_005175246.1	21554
LOC101896075_XP_005185172.1	16134
LOC101894586_XP_005180619.1	7027.1
LOC101890203_XP_005186781.1	10654
LOC101899734_XP_005178800.1	7256
LOC101890184_XP_005178213.1	3477
LOC101891336_XP_005179098.1	24026.2
LOC101889056_XP_005180675.1	24635
LOC101894309_XP_005177007.1	7211
LOC101891403_XP_005183792.1	8124
LOC101891383_XP_005174790.1	20885
LOC101890353_XP_005177077.1	4589
LOC101896744_XP_005179039.1	13522.1.1.1
LOC101888644_XP_005181107.1	3545
LOC101901538_XP_005188124.1	1955
LOC101891890_XP_005189017.1	9390
LOC101894714_XP_005185412.1	5951
LOC101896539_XP_005187328.1	20661.1
LOC101897928_XP_005187667.1	24805
LOC101898804_XP_005191055.1	12818
LOC101888436_XP_005187107.1	21733
LOC101894982_XP_005184660.1	8574
LOC101899991_XP_005188816.1	18247.2
LOC101894687_XP_005177652.1	16161
LOC101901666_XP_005175701.1	10384.2.1.1.1
LOC101894352_XP_005190154.1	792.2.2
LOC101889584_XP_005183694.1	12860
LOC101894668_XP_005187994.1	17098.2
LOC101889785_XP_005175031.1	19827
LOC101892291_XP_005189105.1	1463
LOC101899562_XP_005191788.1	17614
LOC101890040_XP_005184033.1	20494
LOC101891346_XP_005182320.1	22380
LOC101890519_XP_005175648.1	13120
LOC101899270_XP_005175553.1	14594
LOC101900537_XP_005179512.1	19981
LOC101898289_XP_005175077.1	25956
LOC101888543_XP_005187368.1	14257
LOC101895649_XP_005179483.1	21446
LOC101888726_XP_005188667.1	2937
LOC101894349_XP_005189586.1	26436
LOC101889212_XP_005191589.1	23504
LOC101889636_XP_005181543.1	3717
LOC101898313_XP_005181682.1	1854
LOC101896810_XP_005179400.1	19760
LOC101899110_XP_005178355.1	7403
LOC101893404_XP_005177554.1	2505
LOC101888431_XP_005185215.1	24887
LOC101899299_XP_005182545.1	8394
LOC101901178_XP_005179331.1	24962
LOC101894823_XP_005187566.1	11272
LOC101891753_XP_005182944.1	8939.1.1
LOC101895815_XP_005176213.1	2905.2
LOC101887624_XP_005181532.1	22908
LOC101892814_XP_005189335.1	19702
LOC101889193_XP_005186114.1	24685.2
LOC101895336_XP_005190233.1	12421
LOC101898460_XP_005175078.1	20207.2
LOC101899352_XP_005181253.1	6024
LOC101890054_XP_005189319.1	17024
LOC101888490_XP_005187024.1	5797
LOC101895267_XP_005187823.1	8953
LOC101896511_XP_005180362.1	3964
LOC101893374_XP_005185968.1	20695
LOC101889609_XP_005190430.1	2797
LOC101895662_XP_005183056.1	19789
LOC101896133_XP_005188957.1	21372
LOC101899578_XP_005180290.1	26986
LOC101895489_XP_005185079.1	13667
LOC101889759_XP_005185469.1	17103
LOC101901187_XP_005180659.1	584
LOC101895604_XP_005183472.1	11848
LOC101899177_XP_005181857.1	25266
LOC101892829_XP_005177192.1	4650
LOC101887631_XP_005183441.1	12163
LOC101898792_XP_005186996.1	1419
LOC101893077_XP_005182421.1	145
LOC101894573_XP_005176117.1	11859
LOC101901118_XP_005192110.1	20760
LOC101892193_XP_005191601.1	6867
LOC101897122_XP_005187750.1	13467
LOC101896853_XP_005174987.1	17869
LOC101897481_XP_005189756.1	22498
PASA1_gene_32_PASA1_model_33	14133
LOC101892458_XP_005187893.1	7231
LOC101894277_XP_005186805.1	1863
LOC101889226_XP_005178472.1	14504
LOC101900836_XP_005180034.1	678
LOC101900358_XP_005176957.1	20719
LOC101890210_XP_005188840.1	25875
LOC101899381_XP_005189693.1	11009
LOC101900068_XP_005176604.1	19916
LOC101889700_XP_005183860.1	20246
LOC101892294_XP_005189504.1	8850
LOC101890689_XP_005174785.1	8435
LOC101896795_XP_005191933.1	863
LOC101898991_XP_005178962.1	3236
LOC101889852_XP_005177865.1	3081
LOC101899511_XP_005176236.1	20661.2
LOC101890072_XP_005175768.1	8157.1
LOC101894739_XP_005177106.1	3953
LOC101900587_XP_005175325.1	24756.1.1
LOC101887793_XP_005182743.1	12639
PASA1_gene_4_PASA1_model_4	7013
LOC101900883_XP_005176431.1	21142
LOC101896917_XP_005179134.1	4299.1.2
LOC101890597_XP_005183118.1	15084.1
LOC101894653_XP_005182341.1	7971
LOC101888219_XP_005190845.1	9788
LOC101887230_XP_005184105.1	16141
LOC101897960_XP_005179931.1	24593
LOC101893106_XP_005190292.1	11567
LOC101894374_XP_005179996.1	20395.1.1.2
LOC101897972_XP_005183746.1	1395
LOC101898842_XP_005187256.1	17090
LOC101897157_XP_005179402.1	24630
LOC101887216_XP_005178905.1	17260.2
LOC101897229_XP_005183987.1	18510
LOC101893688_XP_005180078.1	3474
LOC101888442_XP_005188577.1	10682
LOC101895324_XP_005187322.1	17471
LOC101889606_XP_005189793.1	8188
LOC101897035_XP_005177666.1	14704
LOC101890548_XP_005186293.1	11906
LOC101893568_XP_005176735.1	2469
LOC101890148_XP_005184213.1	701
LOC101891713_XP_005187462.1	13646
LOC101891813_XP_005182501.1	24485
LOC101896435_XP_005175803.1	4049.1
LOC101888911_XP_005190346.1	2826
LOC101888396_XP_005175102.1	27200
LOC101897625_XP_005180904.1	4501.1.1.1
LOC101890988_XP_005177964.1	18527
LOC101899621_XP_005178618.1	446
LOC101890641_XP_005178131.1	26896.2
LOC101892955_XP_005180426.1	9923
LOC101897768_XP_005188459.1	25497
LOC101893807_XP_005182775.1	6867
LOC101893216_XP_005186886.1	6435
LOC101890649_XP_005180949.1	25525
LOC101900997_XP_005175750.1	3125
LOC101900224_XP_005189546.1	19364.1
LOC101897172_XP_005185089.1	2015
LOC101890441_XP_005187119.1	23471
LOC101895130_XP_005179914.1	8469
LOC101900970_XP_005185362.1	17614
LOC101899047_XP_005175970.1	15760
LOC101889928_XP_005185047.1	13001
LOC101897257_XP_005175071.1	25956
LOC101887883_XP_005176532.1	14847
LOC101897218_XP_005180988.1	15979
LOC101901350_XP_005179251.1	845
LOC101895529_XP_005177814.1	20527.2
LOC101896737_XP_005177301.1	20743
LOC101892954_XP_005179899.1	6162
LOC101899355_XP_005181772.1	25523
LOC101894767_XP_005187820.1	18549
LOC101889955_XP_005191507.1	2424
LOC101894554_XP_005185073.1	18797
LOC101898148_XP_005185598.1	26401
LOC101890817_XP_005178558.1	24749.2.2.2.1
LOC101898850_XP_005189764.1	16851.1
LOC101899523_XP_005180465.1	1506
LOC101900907_XP_005183499.1	2543
LOC101891374_XP_005190438.1	14229.2
LOC101899776_XP_005174837.1	1734
LOC101894192_XP_005177284.1	20764
LOC101898011_XP_005180456.1	26436
LOC101893540_XP_005186397.1	10746
LOC101900741_XP_005186607.1	8292
LOC101889683_XP_005179804.1	23305
LOC101899999_XP_005192103.1	9748
LOC101888245_XP_005180133.1	22123.1
LOC101893626_XP_005177199.1	15228
LOC101890455_XP_005191089.1	3896
LOC101894164_XP_005183889.1	14826
LOC101889672_XP_005177073.1	9672.2
LOC101897002_XP_005187071.1	7027.2
LOC101892531_XP_005192068.1	9751
LOC101891266_XP_005175928.1	26637
LOC101895055_XP_005192083.1	11998
LOC101890372_XP_005184035.1	21923
LOC101887806_XP_005185797.1	7052
LOC101899453_XP_005176423.1	6830.1
LOC101894852_XP_005178945.1	14050
LOC101889446_XP_005191083.1	14954
LOC101897942_XP_005191300.1	17614
LOC101890466_XP_005176547.1	3459
LOC101892303_XP_005175596.1	1553
LOC101887886_XP_005177779.1	5383
LOC101897265_XP_005176849.1	11647
LOC101888067_XP_005181880.1	27234.2
LOC101898995_XP_005180197.1	10696
LOC101897905_XP_005180281.1	23112
LOC101892139_XP_005177971.1	26748
LOC101890638_XP_005177542.1	6018
LOC101897814_XP_005185182.1	5563
LOC101899585_XP_005184180.1	26436
LOC101900342_XP_005188982.1	23775
LOC101897151_XP_005178169.1	15336
LOC101901571_XP_005179867.1	21069
LOC101899905_XP_005178019.1	23322
LOC101895519_XP_005176399.1	6500
LOC101898220_XP_005190248.1	14988
LOC101890531_XP_005180146.1	13707
LOC101894476_XP_005177987.1	4550
LOC101901105_XP_005189236.1	18713
LOC101900502_XP_005185923.1	1232
LOC101887544_XP_005175570.1	11838
LOC101895875_XP_005177570.1	15892
LOC101899848_XP_005179508.1	6183
LOC101897356_XP_005187492.1	6142
LOC101898692_XP_005190970.1	11398
LOC101888983_XP_005176448.1	5728
LOC101896388_XP_005180095.1	12937
LOC101900000_XP_005192257.1	22175
LOC101899356_XP_005181948.1	11079
LOC101898418_XP_005177917.1	14096
LOC101895687_XP_005190717.1	15643.1.2
LOC101899116_XP_005179595.1	16490
LOC101894738_XP_005176742.1	21067
LOC101899813_XP_005186839.1	5588
LOC101895910_XP_005185419.1	24224.1.2
LOC101901556_XP_005175631.1	23087.2
LOC101892343_XP_005186552.1	9271
LOC101901378_XP_005188987.1	500
LOC101901029_XP_005185700.1	20279
LOC101900296_XP_005175559.1	15026
LOC101893113_XP_005191751.1	2204.1
LOC101888166_XP_005175913.1	1529
LOC101890594_XP_005182581.1	13750
LOC101899580_XP_005182634.1	14220
LOC101893597_XP_005186802.1	19628
LOC101896556_XP_005176845.1	3109.2
LOC101893785_XP_005174892.1	11066
LOC101895739_XP_005186814.1	9077
LOC101893896_XP_005175451.1	21268
LOC101888007_XP_005181793.1	10978
LOC101900426_XP_005183086.1	17260.2
LOC101893139_XP_005182163.1	8574
LOC101890827_XP_005181896.1	3811
LOC101897297_XP_005185678.1	6298
LOC101888293_XP_005179342.1	25254
LOC101896099_XP_005191373.1	20008
LOC101899507_XP_005175001.1	9751
LOC101895728_XP_005183818.1	7379.2
LOC101888226_XP_005174855.1	3277
LOC101900725_XP_005182210.1	16206
LOC101891524_XP_005182411.1	192
LOC101890260_XP_005185554.1	22803
LOC101895135_XP_005180975.1	4849
LOC101897710_XP_005191465.1	24372
LOC101893426_XP_005185066.1	9994
LOC101896625_XP_005178692.1	2905.2
LOC101889350_XP_005180226.1	8834
LOC101891107_XP_005181293.1	20169
LOC101889607_XP_005189959.1	7973
LOC101894294_XP_005190537.1	3888
LOC101890902_XP_005189497.1	15687
LOC101901396_XP_005176434.1	12766
LOC101894662_XP_005185576.1	6947
LOC101897372_XP_005190890.1	4684
LOC101892991_XP_005174800.1	11130
LOC101900433_XP_005184937.1	13217
LOC101893495_XP_005188338.1	16325
LOC101894161_XP_005183047.1	8479
LOC101891548_XP_005189887.1	7027.2
LOC101894686_XP_005177563.1	10604
LOC101891565_XP_005175847.1	11457
LOC101896049_XP_005177817.1	9685
LOC101893748_XP_005180614.1	17820.2
LOC101888583_XP_005181277.1	19822
LOC101893921_XP_005181656.1	4177
LOC101901376_XP_005188388.1	20817
LOC101897940_XP_005191050.1	17945
LOC101898116_XP_005177227.1	23949
LOC101891888_XP_005188769.1	19230
LOC101888162_XP_005192265.1	10891
LOC101888465_XP_005178727.1	7948
LOC101892377_XP_005178931.1	4561
LOC101891272_XP_005178484.1	8157.1
LOC101899596_XP_005187346.1	895
LOC101894802_XP_005178681.1	8469
LOC101889211_XP_005191414.1	333
LOC101895679_XP_005188445.1	15890
LOC101900732_XP_005183847.1	8488
LOC101900164_XP_005188116.1	8297
LOC101899287_XP_005179415.1	6950
LOC101897051_XP_005183651.1	27432
LOC101901287_XP_005175250.1	25956
LOC101893966_XP_005178324.1	4893
LOC101888317_XP_005187023.1	23247
LOC101891863_XP_005179193.1	169
LOC101892360_XP_005191602.1	20618
LOC101888308_XP_005183775.1	9664
LOC101890712_XP_005183948.1	12562
LOC101890153_XP_005185135.1	12841
LOC101898546_XP_005184683.1	3926
LOC101891329_XP_005177546.1	14348
LOC101901193_XP_005183001.1	18140
LOC101895219_XP_005188789.1	3249
LOC101900394_XP_005186605.1	25492
LOC101893799_XP_005180702.1	1502
LOC101891382_XP_005192137.1	24957
LOC101901180_XP_005179516.1	16480
LOC101899157_XP_005175398.1	20398
LOC101890853_XP_005188844.1	15460.1
LOC101892329_XP_005183297.1	5088
LOC101889538_XP_005183941.1	21599
LOC101899571_XP_005177838.1	22693.1
LOC101896559_XP_005177999.1	9158
LOC101897116_XP_005185914.1	3456
LOC101893637_XP_005181402.1	15340
LOC101896006_XP_005181580.1	8619
LOC101895256_XP_005184063.1	26671
LOC101899516_XP_005177924.1	25905.2
LOC101897493_XP_005176497.1	12265
LOC101888529_XP_005183597.1	23876
LOC101889961_XP_005176363.1	147
LOC101897056_XP_005185255.1	14173.2
LOC101899115_XP_005179414.1	3716
LOC101898398_XP_005191385.1	1023
LOC101889438_XP_005189488.1	22075.1.2
LOC101890147_XP_005184124.1	7925
LOC101890044_XP_005186036.1	23169
LOC101897676_XP_005179677.1	8498
LOC101901485_XP_005187776.1	10950.1
LOC101891811_XP_005181902.1	2084
LOC101893721_XP_005190067.1	6804
LOC101896531_XP_005185252.1	19562.1.2
LOC101900209_XP_005185107.1	22205.1
LOC101893307_XP_005182089.1	23326
LOC101888776_XP_005185870.1	5221
LOC101900101_XP_005187427.1	5232
LOC101894389_XP_005185410.1	20269
LOC101896555_XP_005176405.1	16509
LOC101894458_XP_005190538.1	5311
LOC101900825_XP_005177244.1	3136
LOC101892135_XP_005176014.1	14414
LOC101893067_XP_005179199.1	4938
LOC101892887_XP_005176198.1	25312
LOC101891472_XP_005185309.1	3755
LOC101896998_XP_005185178.1	12366
LOC101894646_XP_005180707.1	16753
LOC101900843_XP_005182140.1	24979
LOC101888979_XP_005175710.1	26064
LOC101895690_XP_005191840.1	16510
LOC101898899_XP_005188726.1	17502
LOC101892379_XP_005179196.1	25858
LOC101888777_XP_005186684.1	10384.2.1.2.2
LOC101891771_XP_005187042.1	8142
LOC101896682_XP_005176933.1	18174
LOC101896949_XP_005188543.1	867
LOC101893151_XP_005185828.1	14504
LOC101892649_XP_005176729.1	17761
LOC101891384_XP_005174879.1	12623
LOC101900191_XP_005180204.1	16793.1
LOC101900802_XP_005187597.1	2799
LOC101893531_XP_005183718.1	27418
LOC101898950_XP_005183169.1	27215
LOC101889542_XP_005186952.1	16608
LOC101899188_XP_005186092.1	10636
LOC101901710_XP_005188301.1	4987
LOC101891459_XP_005181809.1	3162
LOC101887222_XP_005180479.1	12586
LOC101900452_XP_005191065.1	1511
LOC101893631_XP_005178761.1	13842
LOC101899741_XP_005182635.1	23433
LOC101898440_XP_005185685.1	17131
LOC101901826_XP_005191071.1	4684
LOC101900788_XP_005183925.1	21076
LOC101901734_XP_005177941.1	27098.1
LOC101896189_XP_005189524.1	26183
LOC101894578_XP_005177009.1	7439
LOC101889500_XP_005190040.1	6267
LOC101891966_XP_005177970.1	17250
LOC101889872_XP_005183783.1	14281
LOC101894284_XP_005188256.1	14789
LOC101888290_XP_005178553.1	6141
LOC101896262_XP_005191770.1	21846
LOC101890571_XP_005175510.1	21423
LOC101889035_XP_005192200.1	3089
LOC101892266_XP_005180422.1	24813
LOC101889870_XP_005183204.1	12401
LOC101889427_XP_005186286.1	13770
LOC101889524_XP_005180053.1	9672.2
LOC101900258_XP_005181443.1	10121
LOC101889344_XP_005178732.1	8024
LOC101898045_XP_005191132.1	22181
LOC101890993_XP_005179096.1	22726
LOC101901493_XP_005190494.1	9409
LOC101898875_XP_005180286.1	6187
LOC101901099_XP_005188298.1	8574
LOC101899619_XP_005177762.1	6183
LOC101897236_XP_005185507.1	17479
LOC101895789_XP_005187483.1	5753.2.1
LOC101896055_XP_005179755.1	13417
LOC101899342_XP_005178269.1	12946
LOC101891872_XP_005183378.1	20957.1
LOC101890798_XP_005191346.1	9431
LOC101896841_XP_005189600.1	26400
LOC101900395_XP_005186751.1	26897
LOC101901126_XP_005176784.1	27188
LOC101894495_XP_005183049.1	979
LOC101896663_XP_005189680.1	11221
LOC101895597_XP_005179394.1	1988
LOC101888168_XP_005176443.1	25863
LOC101891567_XP_005177085.1	24843
LOC101888251_XP_005182746.1	7419
LOC101896883_XP_005184072.1	4567
LOC101892413_XP_005189807.1	24200
LOC101899854_XP_005181167.1	5446
LOC101888152_XP_005189870.1	16950
LOC101900796_XP_005186012.1	20957.1
LOC101894262_XP_005181405.1	896
LOC101893068_XP_005179558.1	18892
LOC101900333_XP_005186438.1	17257
LOC101893905_XP_005176915.1	27307
LOC101898862_XP_005192251.1	18426
LOC101900881_XP_005175825.1	8469
LOC101898655_XP_005181768.1	22023
LOC101887239_XP_005187100.1	6166
LOC101891242_XP_005186384.1	10384.2.1.1.2.1.1.1.2
LOC101892036_XP_005178402.1	23052
LOC101894944_XP_005189905.1	269
LOC101888146_XP_005187784.1	26277.1.2
LOC101899037_XP_005190972.1	22713
LOC101895491_XP_005185330.1	1007
LOC101889437_XP_005189252.1	22051
LOC101895548_XP_005182609.1	14315
LOC101892762_XP_005191985.1	279
LOC101901535_XP_005186271.1	15125
LOC101891395_XP_005179893.1	13107
LOC101901182_XP_005179951.1	2474
LOC101900609_XP_005184938.1	11698
LOC101896769_XP_005185842.1	19682
LOC101901457_XP_005178979.1	20767
LOC101896620_XP_005176753.1	10768
LOC101888419_XP_005181882.1	20106
LOC101899137_XP_005186679.1	5312
LOC101897094_XP_005180099.1	6183
LOC101895638_XP_005175297.1	9622
LOC101888296_XP_005180583.1	5808
LOC101889006_XP_005183199.1	25997
LOC101891196_XP_005188681.1	17869
LOC101890352_XP_005176273.1	19273
LOC101896969_XP_005175679.1	12662
LOC101898549_XP_005185347.1	9540
LOC101897893_XP_005176323.1	15846
LOC101895528_XP_005177741.1	16415
LOC101896009_XP_005182526.1	1064
LOC101895153_XP_005187321.1	3910
LOC101891853_XP_005176191.1	5658
LOC101898813_XP_005178179.1	10305
