mdom	type	dmel
LOC101893640_XP_005182002.1	1:1	FBgn0033247_FBpp0087938
LOC101893641_XP_005182091.1	1:1	FBgn0039640_FBpp0084751
LOC101893642_XP_005182166.1	1:1	FBgn0031929_FBpp0079139
LOC101893643_XP_005182774.1	1:1	FBgn0031286_FBpp0077702
LOC101893644_XP_005182863.1	n:n	FBgn0038243_FBpp0082440,FBgn0004629_FBpp0082439,FBgn0051313_FBpp0306975
LOC101893645_XP_005183044.1	1:1	FBgn0003450_FBpp0082184
LOC101893646_XP_005183138.1	1:1	FBgn0027497_FBpp0078371
LOC101893647_XP_005183630.1	1:1	FBgn0036461_FBpp0312477
LOC101893648_XP_005183965.1	1:1	FBgn0035842_FBpp0271875
LOC101893649_XP_005184652.1	n:1	FBgn0030316_FBpp0073362
LOC101893650_XP_005184739.1	n:1	FBgn0038714_FBpp0083221
LOC101893651_XP_005185571.1	1:1	FBgn0030005_FBpp0290136
LOC101893652_XP_005185970.1	1:1	FBgn0025643_FBpp0290280
LOC101893653_XP_005186139.1	n:n	FBgn0058160_FBpp0291017,FBgn0031471_FBpp0289585,FBgn0035496_FBpp0073064,FBgn0031470_FBpp0077373,FBgn0028517_FBpp0080316,FBgn0051827_FBpp0080318,FBgn0032639_FBpp0290124
LOC101893654_XP_005186646.1	n:1	FBgn0035526_FBpp0073089
LOC101893655_XP_005186889.1	1:1	FBgn0031011_FBpp0074453
LOC101893656_XP_005187139.1	1:1	FBgn0034246_FBpp0086061
LOC101893657_XP_005187559.1	1:1	FBgn0035483_FBpp0073049
LOC101893658_XP_005187728.1	1:1	FBgn0031865_FBpp0079002
LOC101893659_XP_005187814.1	1:1	FBgn0031528_FBpp0304681
LOC101893660_XP_005187988.1	1:1	FBgn0030687_FBpp0290035
LOC101893661_XP_005188167.1	1:1	FBgn0032782_FBpp0080747
LOC101893662_XP_005188339.1	1:1	FBgn0011745_FBpp0082121
LOC101893664_XP_005188943.1	1:1	FBgn0266431_FBpp0310791
LOC101893665_XP_005189192.1	1:1	FBgn0039424_FBpp0112207
LOC101893666_XP_005189340.1	1:1	FBgn0052075_FBpp0297066
LOC101893667_XP_005190150.1	1:1	FBgn0037680_FBpp0081496
LOC101893668_XP_005190449.1	n:n	FBgn0051343_FBpp0083524,FBgn0051233_FBpp0083525
LOC101893670_XP_005191530.1	1:1	FBgn0039859_FBpp0085227
LOC101893671_XP_005174804.1	1:1	FBgn0034745_FBpp0071851
LOC101893672_XP_005175133.1	n:1	FBgn0039411_FBpp0289845
LOC101893673_XP_005175733.1	n:1	FBgn0052767_FBpp0304146
LOC101893674_XP_005175859.1	1:1	FBgn0259236_FBpp0289129
LOC101893675_XP_005176023.1	1:1	FBgn0046692_FBpp0300967
LOC101893676_XP_005176111.1	1:1	FBgn0038130_FBpp0082205
LOC101893678_XP_005177281.1	1:1	FBgn0040364_FBpp0311622
LOC101893679_XP_005177470.1	1:1	FBgn0034113_FBpp0086322
LOC101893680_XP_005177803.1	n:1	FBgn0036879_FBpp0074702
LOC101893682_XP_005178234.1	1:1	FBgn0001986_FBpp0080319
LOC101893683_XP_005178673.1	1:1	FBgn0010222_FBpp0081476
LOC101893684_XP_005178939.1	1:1	FBgn0261822_FBpp0079196
LOC101893685_XP_005179740.1	1:1	FBgn0032646_FBpp0080547
LOC101893686_XP_005179904.1	1:1	FBgn0036056_FBpp0076089
LOC101893687_XP_005179993.1	1:1	FBgn0026085_FBpp0305386
LOC101893688_XP_005180078.1	n:n	FBgn0041579_FBpp0297062,FBgn0041581_FBpp0086568,FBgn0012042_FBpp0086567
LOC101893690_XP_005180254.1	1:n	FBgn0051913_FBpp0078769,FBgn0034578_FBpp0071474
LOC101893693_XP_005181053.1	1:1	FBgn0005671_FBpp0290875
LOC101893694_XP_005181740.1	n:1	FBgn0051935_FBpp0077582
LOC101893695_XP_005182334.1	1:1	FBgn0030556_FBpp0073739
LOC101893697_XP_005183227.1	1:1	FBgn0004867_FBpp0311561
LOC101893698_XP_005183305.1	1:1	FBgn0035945_FBpp0290364
LOC101893699_XP_005183719.1	n:n	FBgn0004778_FBpp0081193,FBgn0004780_FBpp0081188
LOC101893700_XP_005183805.1	n:1	FBgn0039787_FBpp0085026
LOC101893701_XP_005184055.1	1:1	FBgn0016650_FBpp0082933
LOC101893702_XP_005184146.1	1:1	FBgn0014455_FBpp0312000
LOC101893703_XP_005184328.1	1:1	FBgn0035087_FBpp0300893
LOC101893705_XP_005184580.1	1:1	FBgn0035007_FBpp0072201
LOC101893709_XP_005186398.1	1:1	FBgn0002593_FBpp0077716
LOC101893710_XP_005186483.1	n:n	FBgn0035858_FBpp0076442,FBgn0040797_FBpp0292054,FBgn0035856_FBpp0076420,FBgn0035859_FBpp0076423
LOC101893711_XP_005186713.1	n:n	FBgn0042207_FBpp0082113,FBgn0038067_FBpp0110078,FBgn0038068_FBpp0292848,FBgn0038069_FBpp0292849
LOC101893712_XP_005187312.1	1:1	FBgn0264503_FBpp0305153
LOC101893713_XP_005188432.1	n:n	FBgn0035647_FBpp0113136,FBgn0035645_FBpp0076737,FBgn0259164_FBpp0288885
LOC101893714_XP_005188608.1	1:1	FBgn0031114_FBpp0309346
LOC101893715_XP_005188779.1	1:1	FBgn0035761_FBpp0076595
LOC101893716_XP_005189028.1	n:1	FBgn0037163_FBpp0078160
LOC101893717_XP_005189429.1	n:1	FBgn0016081_FBpp0297352
LOC101893718_XP_005189582.1	n:n	FBgn0039613_FBpp0084699,FBgn0027578_FBpp0307566
LOC101893721_XP_005190067.1	1:1	FBgn0036666_FBpp0075088
LOC101893722_XP_005190370.1	1:1	FBgn0031603_FBpp0303852
LOC101893723_XP_005190788.1	1:1	FBgn0086906_FBpp0304920
LOC101893724_XP_005191275.1	1:1	FBgn0032988_FBpp0085308
LOC101893725_XP_005191362.1	n:1	FBgn0265002_FBpp0307477
LOC101893726_XP_005191680.1	1:n	FBgn0053286_FBpp0112371,FBgn0053287_FBpp0288512,FBgn0037040_FBpp0113110
LOC101893729_XP_005192075.1	n:1	FBgn0035875_FBpp0076328
LOC101893731_XP_005175450.1	1:1	FBgn0039084_FBpp0308684
LOC101893732_XP_005175662.1	n:1	FBgn0032329_FBpp0079751
LOC101893733_XP_005175943.1	n:1	FBgn0029990_FBpp0071075
LOC101893734_XP_005176203.1	n:n	FBgn0036083_FBpp0076023,FBgn0035019_FBpp0307897,FBgn0052058_FBpp0076022
LOC101893735_XP_005176474.1	1:1	FBgn0031651_FBpp0078694
LOC101893737_XP_005176736.1	1:1	FBgn0011305_FBpp0305603
LOC101893738_XP_005176914.1	1:1	FBgn0052226_FBpp0074615
LOC101893739_XP_005177646.1	1:1	FBgn0015509_FBpp0087923
LOC101893740_XP_005178412.1	n:1	FBgn0033584_FBpp0308562
LOC101893741_XP_005178580.1	1:1	FBgn0027581_FBpp0303468
LOC101893742_XP_005179203.1	n:1	FBgn0053514_FBpp0073145
LOC101893743_XP_005179295.1	1:1	FBgn0035149_FBpp0072457
LOC101893744_XP_005179473.1	n:1	FBgn0035928_FBpp0076317
LOC101893745_XP_005179562.1	n:1	FBgn0028841_FBpp0309208
LOC101893746_XP_005179654.1	n:n	FBgn0053792_FBpp0304545,FBgn0053919_FBpp0091159,FBgn0053467_FBpp0309011,FBgn0053137_FBpp0302635
LOC101893747_XP_005179825.1	n:1	FBgn0053289_FBpp0293869
LOC101893748_XP_005180614.1	1:1	FBgn0035781_FBpp0076578
LOC101893749_XP_005180786.1	n:1	FBgn0085443_FBpp0302587
LOC101893750_XP_005181217.1	1:1	FBgn0261243_FBpp0072583
LOC101893751_XP_005181478.1	1:1	FBgn0000061_FBpp0077713
LOC101893752_XP_005181655.1	1:1	FBgn0020910_FBpp0307759
LOC101893753_XP_005181823.1	n:1	FBgn0001142_FBpp0289795
LOC101893754_XP_005182425.1	1:1	FBgn0033830_FBpp0086837
LOC101893755_XP_005182958.1	1:1	FBgn0005674_FBpp0083898
LOC101893756_XP_005183461.1	n:1	FBgn0037937_FBpp0081911
LOC101893757_XP_005183542.1	1:1	FBgn0038723_FBpp0083213
LOC101893758_XP_005184908.1	1:1	FBgn0034463_FBpp0309473
LOC101893759_XP_005185068.1	n:1	FBgn0037098_FBpp0312393
LOC101893760_XP_005185319.1	1:n	FBgn0085520_FBpp0312284,FBgn0020513_FBpp0073538
LOC101893761_XP_005185488.1	1:1	FBgn0035444_FBpp0312150
LOC101893762_XP_005185746.1	1:1	FBgn0034300_FBpp0303029
LOC101893763_XP_005185833.1	n:n	FBgn0004431_FBpp0072533,FBgn0004428_FBpp0072526,FBgn0004425_FBpp0307718,FBgn0004427_FBpp0072530,FBgn0004426_FBpp0072525,FBgn0004430_FBpp0072527,FBgn0004429_FBpp0072529
LOC101893765_XP_005186226.1	1:1	FBgn0029945_FBpp0071010
LOC101893768_XP_005187227.1	n:1	FBgn0053263_FBpp0075593
LOC101893769_XP_005187398.1	1:1	FBgn0003975_FBpp0086898
LOC101893770_XP_005187473.1	1:n	FBgn0031049_FBpp0311240,FBgn0033691_FBpp0087119
LOC101893771_XP_005187641.1	1:n	FBgn0010412_FBpp0311350,FBgn0039129_FBpp0304717
LOC101893773_XP_005188253.1	1:1	FBgn0051102_FBpp0307221
LOC101893774_XP_005188696.1	n:n	FBgn0039439_FBpp0084425,FBgn0039440_FBpp0113030,FBgn0051080_FBpp0084404,FBgn0039441_FBpp0084403,FBgn0039436_FBpp0084429,FBgn0039437_FBpp0084428,FBgn0039434_FBpp0084401
LOC101893775_XP_005189114.1	n:n	FBgn0044051_FBpp0076057,FBgn0044050_FBpp0076102
LOC101893776_XP_005189734.1	n:1	FBgn0029811_FBpp0070781
LOC101893777_XP_005189900.1	n:n	FBgn0051091_FBpp0301062,FBgn0051089_FBpp0084316
LOC101893778_XP_005190296.1	1:1	FBgn0031347_FBpp0077583
LOC101893780_XP_005190618.1	n:n	FBgn0052271_FBpp0072967,FBgn0035070_FBpp0072287
LOC101893783_XP_005191755.1	1:1	FBgn0032191_FBpp0079550
LOC101893784_XP_005192226.1	n:1	FBgn0032586_FBpp0305671
LOC101893786_XP_005175213.1	n:n	FBgn0040259_FBpp0081814,FBgn0040257_FBpp0081813,FBgn0040251_FBpp0081854
LOC101893787_XP_005175286.1	n:n	FBgn0004783_FBpp0081189,FBgn0004782_FBpp0081190
LOC101893788_XP_005176565.1	n:1	FBgn0034394_FBpp0309428
LOC101893789_XP_005176829.1	n:1	FBgn0001269_FBpp0087175
LOC101893790_XP_005177889.1	1:1	FBgn0031036_FBpp0074537
LOC101893791_XP_005177981.1	1:1	FBgn0053958_FBpp0099611
LOC101893792_XP_005178149.1	1:1	FBgn0085477_FBpp0111664
LOC101893793_XP_005178323.1	1:1	FBgn0087013_FBpp0078500
LOC101893794_XP_005178763.1	1:1	FBgn0264324_FBpp0303336
LOC101893795_XP_005179021.1	1:1	FBgn0033195_FBpp0088025
LOC101893797_XP_005180431.1	1:1	FBgn0039071_FBpp0083774
LOC101893798_XP_005180523.1	1:1	FBgn0036842_FBpp0304894
LOC101893801_XP_005181565.1	1:1	FBgn0038874_FBpp0083456
LOC101893804_XP_005182247.1	n:1	FBgn0052185_FBpp0074940
LOC101893805_XP_005182513.1	1:1	FBgn0037182_FBpp0304160
LOC101893806_XP_005182688.1	1:1	FBgn0051777_FBpp0077231
LOC101893808_XP_005182864.1	n:n	FBgn0038243_FBpp0082440,FBgn0004629_FBpp0082439,FBgn0051313_FBpp0306975
LOC101893809_XP_005183045.1	1:1	FBgn0051157_FBpp0306585
LOC101893810_XP_005183139.1	1:1	FBgn0037371_FBpp0078372
LOC101893811_XP_005183390.1	1:1	FBgn0040007_FBpp0306998
LOC101893812_XP_005183631.1	1:1	FBgn0036462_FBpp0075425
LOC101893814_XP_005184653.1	n:1	FBgn0033491_FBpp0087421
LOC101893815_XP_005184740.1	1:1	FBgn0038716_FBpp0083191
LOC101893816_XP_005185407.1	1:1	FBgn0024330_FBpp0308776
LOC101893817_XP_005185572.1	n:1	FBgn0038173_FBpp0082289
LOC101893818_XP_005185971.1	1:1	FBgn0025644_FBpp0070538
LOC101893820_XP_005186890.1	1:1	FBgn0031010_FBpp0304667
LOC101893821_XP_005187560.1	1:1	FBgn0039335_FBpp0084210
LOC101893822_XP_005187815.1	1:1	FBgn0016698_FBpp0077277
LOC101893823_XP_005187989.1	1:1	FBgn0034573_FBpp0071476
LOC101893825_XP_005188524.1	1:n	FBgn0035099_FBpp0271859,FBgn0052320_FBpp0308933
LOC101893826_XP_005188944.1	1:1	FBgn0266430_FBpp0310792
LOC101893827_XP_005189193.1	n:1	FBgn0039064_FBpp0110098
LOC101893828_XP_005189341.1	n:1	FBgn0003415_FBpp0111743
LOC101893830_XP_005190705.1	1:1	FBgn0003896_FBpp0309708
LOC101893831_XP_005190873.1	1:1	FBgn0027785_FBpp0083126
LOC101893833_XP_005191108.1	n:n	FBgn0038299_FBpp0082594,FBgn0028984_FBpp0082595
LOC101893834_XP_005191531.1	1:1	FBgn0039861_FBpp0307961
LOC101893836_XP_005174805.1	1:1	FBgn0053143_FBpp0309762
LOC101893837_XP_005175052.1	1:1	FBgn0035501_FBpp0073071
LOC101893838_XP_005175134.1	1:1	FBgn0034052_FBpp0086427
LOC101893839_XP_005175370.1	1:1	FBgn0039509_FBpp0084543
LOC101893841_XP_005176024.1	n:n	FBgn0031410_FBpp0077478,FBgn0004687_FBpp0300803
LOC101893842_XP_005176112.1	1:1	FBgn0039732_FBpp0084929
LOC101893843_XP_005177282.1	1:1	FBgn0040363_FBpp0070241
LOC101893844_XP_005177471.1	1:1	FBgn0259718_FBpp0309037
LOC101893845_XP_005177804.1	n:1	FBgn0036879_FBpp0074702
LOC101893846_XP_005178066.1	1:1	FBgn0028888_FBpp0309808
LOC101893847_XP_005178235.1	1:1	FBgn0001987_FBpp0310295
LOC101893848_XP_005178855.1	1:1	FBgn0033902_FBpp0086705
LOC101893849_XP_005178940.1	1:1	FBgn0029137_FBpp0079944
LOC101893850_XP_005179906.1	1:1	FBgn0036058_FBpp0076085
LOC101893852_XP_005180079.1	n:n	FBgn0041579_FBpp0297062,FBgn0041581_FBpp0086568,FBgn0012042_FBpp0086567
LOC101893853_XP_005180166.1	1:1	FBgn0039478_FBpp0304093
LOC101893854_XP_005180256.1	1:1	FBgn0034577_FBpp0071461
LOC101893855_XP_005180880.1	1:1	FBgn0011290_FBpp0081916
LOC101893856_XP_005181054.1	1:1	FBgn0038980_FBpp0304263
LOC101893857_XP_005181310.1	1:1	FBgn0033339_FBpp0311417
LOC101893859_XP_005182600.1	1:1	FBgn0028481_FBpp0077614
LOC101893860_XP_005183228.1	n:n	FBgn0038739_FBpp0306422,FBgn0259741_FBpp0311221
LOC101893861_XP_005183720.1	n:n	FBgn0004778_FBpp0081193,FBgn0004780_FBpp0081188
LOC101893864_XP_005184147.1	1:1	FBgn0021765_FBpp0074285
LOC101893865_XP_005184329.1	1:1	FBgn0027599_FBpp0072315
LOC101893866_XP_005184413.1	1:1	FBgn0035035_FBpp0072224
LOC101893869_XP_005184827.1	1:1	FBgn0030617_FBpp0111897
LOC101893871_XP_005185158.1	1:1	FBgn0035848_FBpp0076413
LOC101893873_XP_005186399.1	1:1	FBgn0031253_FBpp0077749
LOC101893874_XP_005186484.1	n:n	FBgn0035858_FBpp0076442,FBgn0040797_FBpp0292054,FBgn0035856_FBpp0076420,FBgn0035859_FBpp0076423
LOC101893875_XP_005186714.1	n:n	FBgn0042207_FBpp0082113,FBgn0038067_FBpp0110078,FBgn0038068_FBpp0292848,FBgn0038069_FBpp0292849
LOC101893876_XP_005187313.1	n:1	FBgn0035152_FBpp0072507
LOC101893877_XP_005187901.1	n:1	FBgn0033649_FBpp0111983
LOC101893878_XP_005188076.1	n:1	FBgn0262582_FBpp0306420
LOC101893879_XP_005188433.1	1:1	FBgn0025455_FBpp0074968
LOC101893881_XP_005188781.1	1:1	FBgn0261954_FBpp0298290
LOC101893882_XP_005189029.1	1:1	FBgn0052249_FBpp0292128
LOC101893883_XP_005189430.1	n:1	FBgn0051665_FBpp0088727
LOC101893884_XP_005189511.1	n:1	FBgn0035546_FBpp0073190
LOC101893885_XP_005189583.1	n:n	FBgn0039613_FBpp0084699,FBgn0027578_FBpp0307566
LOC101893887_XP_005190068.1	1:1	FBgn0036668_FBpp0075089
LOC101893888_XP_005190371.1	1:1	FBgn0029912_FBpp0070954
LOC101893889_XP_005191028.1	n:1	FBgn0004781_FBpp0081191
LOC101893890_XP_005191276.1	1:1	FBgn0032987_FBpp0311640
LOC101893891_XP_005191363.1	n:1	FBgn0263258_FBpp0309499
LOC101893893_XP_005191826.1	1:1	FBgn0013733_FBpp0086747
LOC101893894_XP_005191917.1	1:1	FBgn0052476_FBpp0072402
LOC101893895_XP_005192076.1	n:n	FBgn0037170_FBpp0078166,FBgn0020653_FBpp0071116
LOC101893896_XP_005175451.1	n:1	FBgn0038803_FBpp0083313
LOC101893897_XP_005175528.1	1:1	FBgn0261885_FBpp0290702
LOC101893898_XP_005175663.1	1:n	FBgn0037242_FBpp0078590,FBgn0039498_FBpp0084491
LOC101893899_XP_005175789.1	1:1	FBgn0027291_FBpp0307649
LOC101893900_XP_005175944.1	n:1	FBgn0029990_FBpp0071075
LOC101893902_XP_005176475.1	1:1	FBgn0015000_FBpp0078630
LOC101893903_XP_005176655.1	1:1	FBgn0040389_FBpp0070389
LOC101893904_XP_005176737.1	1:1	FBgn0004852_FBpp0293288
LOC101893905_XP_005176915.1	1:1	FBgn0035443_FBpp0072937
LOC101893906_XP_005177379.1	1:1	FBgn0267350_FBpp0303977
LOC101893907_XP_005177558.1	1:1	FBgn0033869_FBpp0086756
LOC101893909_XP_005178581.1	1:1	FBgn0033859_FBpp0086749
LOC101893910_XP_005179204.1	n:1	FBgn0053514_FBpp0073145
LOC101893911_XP_005179296.1	1:1	FBgn0015277_FBpp0071973
LOC101893912_XP_005179474.1	n:1	FBgn0035928_FBpp0076317
LOC101893913_XP_005179563.1	n:1	FBgn0028841_FBpp0309208
LOC101893914_XP_005179655.1	1:1	FBgn0051036_FBpp0084867
LOC101893915_XP_005179741.1	1:1	FBgn0003187_FBpp0297295
LOC101893916_XP_005179826.1	n:1	FBgn0030361_FBpp0312345
LOC101893917_XP_005180615.1	1:1	FBgn0035780_FBpp0076565
LOC101893918_XP_005181218.1	1:1	FBgn0036039_FBpp0089006
LOC101893919_XP_005181403.1	n:n	FBgn0051436_FBpp0084205,FBgn0051370_FBpp0288494,FBgn0039319_FBpp0084203,FBgn0039315_FBpp0271869,FBgn0039316_FBpp0084202,FBgn0051104_FBpp0084200,FBgn0051300_FBpp0084199
LOC101893920_XP_005181479.1	1:1	FBgn0031399_FBpp0077507
LOC101893921_XP_005181656.1	1:n	FBgn0033519_FBpp0302903,FBgn0037890_FBpp0300416
LOC101893922_XP_005181824.1	n:1	FBgn0001142_FBpp0289795
LOC101893923_XP_005181915.1	1:1	FBgn0033140_FBpp0312484
LOC101893924_XP_005182426.1	n:n	FBgn0035647_FBpp0113136,FBgn0035645_FBpp0076737,FBgn0259164_FBpp0288885
LOC101893925_XP_005183462.1	n:n	FBgn0037935_FBpp0081914,FBgn0037934_FBpp0081915
LOC101893926_XP_005183543.1	1:1	FBgn0005632_FBpp0085202
LOC101893927_XP_005184909.1	n:1	FBgn0050125_FBpp0085779
LOC101893928_XP_005185069.1	n:1	FBgn0037098_FBpp0312393
LOC101893929_XP_005185320.1	1:1	FBgn0030467_FBpp0073627
LOC101893930_XP_005185489.1	1:1	FBgn0035148_FBpp0072458
LOC101893931_XP_005185747.1	1:1	FBgn0036549_FBpp0075267
LOC101893933_XP_005186227.1	1:1	FBgn0034128_FBpp0111998
LOC101893934_XP_005186648.1	1:1	FBgn0035995_FBpp0076189
LOC101893937_XP_005187140.1	1:1	FBgn0010228_FBpp0071591
LOC101893938_XP_005187228.1	1:1	FBgn0260049_FBpp0075581
LOC101893940_XP_005187642.1	1:1	FBgn0030655_FBpp0309306
LOC101893942_XP_005188254.1	n:n	FBgn0051097_FBpp0288491,FBgn0051288_FBpp0084234
LOC101893943_XP_005188697.1	n:n	FBgn0039439_FBpp0084425,FBgn0039440_FBpp0113030,FBgn0051080_FBpp0084404,FBgn0039441_FBpp0084403,FBgn0039436_FBpp0084429,FBgn0039437_FBpp0084428,FBgn0039434_FBpp0084401
LOC101893945_XP_005189115.1	n:n	FBgn0044051_FBpp0076057,FBgn0044050_FBpp0076102
LOC101893946_XP_005189735.1	1:1	FBgn0052792_FBpp0298009
LOC101893947_XP_005189901.1	n:n	FBgn0051091_FBpp0301062,FBgn0051089_FBpp0084316
LOC101893949_XP_005190297.1	n:1	FBgn0263258_FBpp0309499
LOC101893950_XP_005190535.1	n:1	FBgn0038197_FBpp0293589
LOC101893951_XP_005190619.1	n:1	FBgn0037227_FBpp0078615
LOC101893952_XP_005191189.1	n:1	FBgn0041164_FBpp0100102
LOC101893953_XP_005191440.1	1:1	FBgn0038705_FBpp0112159
LOC101893954_XP_005191756.1	1:1	FBgn0003732_FBpp0080825
LOC101893955_XP_005191989.1	1:1	FBgn0002922_FBpp0083863
LOC101893957_XP_005192227.1	n:1	FBgn0053514_FBpp0073145
LOC101893958_XP_005174893.1	1:1	FBgn0261545_FBpp0291785
LOC101893959_XP_005175214.1	n:n	FBgn0040259_FBpp0081814,FBgn0040257_FBpp0081813,FBgn0040251_FBpp0081854
LOC101893960_XP_005175287.1	n:n	FBgn0004783_FBpp0081189,FBgn0004782_FBpp0081190
LOC101893961_XP_005175861.1	1:1	FBgn0261674_FBpp0292106
LOC101893962_XP_005176830.1	1:1	FBgn0039946_FBpp0291188
LOC101893963_XP_005177890.1	1:1	FBgn0261593_FBpp0074500
LOC101893964_XP_005177982.1	1:1	FBgn0021818_FBpp0309189
LOC101893965_XP_005178150.1	1:1	FBgn0031428_FBpp0077450
LOC101893966_XP_005178324.1	1:1	FBgn0037918_FBpp0081934
LOC101893967_XP_005178499.1	1:1	FBgn0003165_FBpp0081471
LOC101893968_XP_005178675.1	1:1	FBgn0028708_FBpp0081449
LOC101893969_XP_005179022.1	1:1	FBgn0004133_FBpp0088026
LOC101893970_XP_005180345.1	n:1	FBgn0261836_FBpp0292449
LOC101893971_XP_005180432.1	1:1	FBgn0039070_FBpp0083775
LOC101893972_XP_005180524.1	1:1	FBgn0036774_FBpp0074887
LOC101893973_XP_005180703.1	1:1	FBgn0033570_FBpp0087333
LOC101893975_XP_005181566.1	1:1	FBgn0038872_FBpp0303402
LOC101893976_XP_005182004.1	1:1	FBgn0039280_FBpp0084157
LOC101893977_XP_005182168.1	n:1	FBgn0031619_FBpp0077068
LOC101893978_XP_005182248.1	1:1	FBgn0261461_FBpp0288898
LOC101893979_XP_005182336.1	1:1	FBgn0030554_FBpp0073720
LOC101893980_XP_005182689.1	1:1	FBgn0051778_FBpp0308649
LOC101893981_XP_005182776.1	1:n	FBgn0036248_FBpp0075724,FBgn0011335_FBpp0075723
LOC101893982_XP_005182865.1	n:n	FBgn0038243_FBpp0082440,FBgn0004629_FBpp0082439,FBgn0051313_FBpp0306975
LOC101893983_XP_005183046.1	n:1	FBgn0038114_FBpp0289348
LOC101893984_XP_005183140.1	1:1	FBgn0037370_FBpp0078370
LOC101893985_XP_005183391.1	1:1	FBgn0033757_FBpp0086999
LOC101893986_XP_005183632.1	1:1	FBgn0023174_FBpp0075382
LOC101893987_XP_005183806.1	1:1	FBgn0083991_FBpp0110339
LOC101893988_XP_005183888.1	1:1	FBgn0036028_FBpp0076121
LOC101893989_XP_005184654.1	n:1	FBgn0030316_FBpp0073362
LOC101893990_XP_005184741.1	1:n	FBgn0038717_FBpp0271725,FBgn0038718_FBpp0083193,FBgn0038719_FBpp0083194,FBgn0038715_FBpp0113045
LOC101893991_XP_005185408.1	1:1	FBgn0261599_FBpp0306740
LOC101893992_XP_005185972.1	1:1	FBgn0052793_FBpp0070525
LOC101893993_XP_005186141.1	n:n	FBgn0058160_FBpp0291017,FBgn0031471_FBpp0289585,FBgn0035496_FBpp0073064,FBgn0031470_FBpp0077373,FBgn0028517_FBpp0080316,FBgn0051827_FBpp0080318,FBgn0032639_FBpp0290124
LOC101893994_XP_005186891.1	1:1	FBgn0024238_FBpp0074217
LOC101893995_XP_005187561.1	1:1	FBgn0036695_FBpp0075039
LOC101893996_XP_005187816.1	1:1	FBgn0031529_FBpp0304680
LOC101893997_XP_005187990.1	n:n	FBgn0003321_FBpp0073267,FBgn0052669_FBpp0073268
LOC101893998_XP_005188525.1	1:n	FBgn0052318_FBpp0088995,FBgn0004378_FBpp0072616
LOC101893999_XP_005188945.1	1:1	FBgn0030156_FBpp0071332
LOC101894004_XP_005190152.1	n:n	FBgn0041183_FBpp0080369,FBgn0041182_FBpp0079133
LOC101894006_XP_005190947.1	n:1	FBgn0015295_FBpp0086382
LOC101894007_XP_005191109.1	n:1	FBgn0263117_FBpp0303414
LOC101894008_XP_005191611.1	1:1	FBgn0037772_FBpp0081649
LOC101894009_XP_005174806.1	1:1	FBgn0034748_FBpp0071849
LOC101894010_XP_005175053.1	n:1	FBgn0037146_FBpp0301603
LOC101894012_XP_005175371.1	1:1	FBgn0015737_FBpp0084534
LOC101894014_XP_005176204.1	1:1	FBgn0037515_FBpp0308322
LOC101894015_XP_005177101.1	1:1	FBgn0033915_FBpp0086698
LOC101894016_XP_005177283.1	1:1	FBgn0266569_FBpp0296930
LOC101894017_XP_005177472.1	n:1	FBgn0028424_FBpp0086283
LOC101894019_XP_005177805.1	n:n	FBgn0265137_FBpp0085523,FBgn0033112_FBpp0289587
LOC101894020_XP_005178067.1	1:1	FBgn0035522_FBpp0073087
LOC101894021_XP_005178236.1	1:1	FBgn0028507_FBpp0294011
LOC101894022_XP_005178856.1	1:1	FBgn0033901_FBpp0308981
LOC101894023_XP_005178941.1	n:1	FBgn0015797_FBpp0079943
LOC101894024_XP_005179994.1	n:1	FBgn0030218_FBpp0071439
LOC101894026_XP_005180167.1	1:1	FBgn0035545_FBpp0073158
LOC101894027_XP_005180881.1	1:1	FBgn0037933_FBpp0081900
LOC101894029_XP_005181742.1	n:1	FBgn0031249_FBpp0077757
LOC101894030_XP_005182094.1	1:1	FBgn0039639_FBpp0084782
LOC101894031_XP_005182601.1	1:1	FBgn0010389_FBpp0082972
LOC101894032_XP_005182959.1	1:n	FBgn0039744_FBpp0084928,FBgn0085346_FBpp0111428
LOC101894034_XP_005183721.1	1:1	FBgn0262160_FBpp0088895
LOC101894035_XP_005183966.1	1:1	FBgn0004168_FBpp0085761
LOC101894036_XP_005184056.1	1:1	FBgn0261987_FBpp0082932
LOC101894037_XP_005184148.1	1:1	FBgn0029827_FBpp0070828
LOC101894038_XP_005184241.1	1:1	FBgn0259213_FBpp0288989
LOC101894039_XP_005184330.1	1:1	FBgn0035085_FBpp0310107
LOC101894040_XP_005184414.1	n:n	FBgn0033214_FBpp0088001,FBgn0033216_FBpp0088003,FBgn0033215_FBpp0088002
LOC101894041_XP_005184506.1	1:1	FBgn0033728_FBpp0087031
LOC101894042_XP_005184582.1	1:1	FBgn0083228_FBpp0089318
LOC101894043_XP_005184828.1	1:1	FBgn0013809_FBpp0074283
LOC101894044_XP_005184985.1	n:1	FBgn0259713_FBpp0304024
LOC101894045_XP_005185159.1	1:1	FBgn0040239_FBpp0076792
LOC101894046_XP_005186060.1	1:1	FBgn0028480_FBpp0071379
LOC101894048_XP_005186400.1	1:1	FBgn0003278_FBpp0077714
LOC101894049_XP_005186485.1	n:n	FBgn0035858_FBpp0076442,FBgn0040797_FBpp0292054,FBgn0035856_FBpp0076420,FBgn0035859_FBpp0076423
