dmelid	ogsid
FBgn0033777_FBpp0297538	16304
FBgn0030599_FBpp0292387	4974
FBgn0030528_FBpp0073658	1118
FBgn0037688_FBpp0081526	15390
FBgn0029765_FBpp0070742	14504
FBgn0015010_FBpp0305814	15460.1
FBgn0005593_FBpp0310250	23409
FBgn0004117_FBpp0311407	3173.2.2
FBgn0039529_FBpp0084570	22355
FBgn0020653_FBpp0071116	5649
FBgn0037750_FBpp0110086	9862
FBgn0032834_FBpp0080843	8735
FBgn0040816_FBpp0075806	26452
FBgn0025583_FBpp0085845	22011
FBgn0004865_FBpp0077963	21149.2
FBgn0030562_FBpp0073737	15460.1
FBgn0004581_FBpp0072141	18762
FBgn0085434_FBpp0303273	18395.1
FBgn0033469_FBpp0308511	17614
FBgn0038960_FBpp0083620	14236
FBgn0037761_FBpp0081621	8939.2
FBgn0034145_FBpp0297360	2049
FBgn0051251_FBpp0082917	12619
FBgn0031164_FBpp0076949	5737
FBgn0050382_FBpp0291433	1080
FBgn0035267_FBpp0072656	25497
FBgn0260970_FBpp0303730	12715
FBgn0011704_FBpp0087152	23862
FBgn0014163_FBpp0075170	12020
FBgn0034417_FBpp0085778	22450
FBgn0002632_FBpp0084333	6413
FBgn0052376_FBpp0076538	25956
FBgn0262613_FBpp0293833	26168
FBgn0085248_FBpp0111327	11267
FBgn0051683_FBpp0080897	7054
FBgn0043025_FBpp0074956	17121
FBgn0040487_FBpp0075426	17284
FBgn0036324_FBpp0112082	3580
FBgn0035025_FBpp0072215	26021
FBgn0033278_FBpp0087873	6587
FBgn0036950_FBpp0291861	23769
FBgn0039217_FBpp0084066	8144
FBgn0030628_FBpp0073837	3921
FBgn0262363_FBpp0293187	11087
FBgn0027563_FBpp0082359	17614
FBgn0027655_FBpp0084679	14324
FBgn0037116_FBpp0078116	13487
FBgn0052463_FBpp0077485	4197
FBgn0050073_FBpp0292335	2980
FBgn0259968_FBpp0289541	11350
FBgn0037061_FBpp0077965	24838
FBgn0264298_FBpp0310083	15460.1
FBgn0010434_FBpp0085697	5647
FBgn0003089_FBpp0074780	22988
FBgn0026749_FBpp0073620	26255
FBgn0039207_FBpp0297167	20661.1
FBgn0037883_FBpp0081829	1782
FBgn0036210_FBpp0075763	9790
FBgn0030093_FBpp0071235	22703
FBgn0040653_FBpp0311805	71
FBgn0031550_FBpp0077218	23398
FBgn0053526_FBpp0304322	10180
FBgn0025633_FBpp0308517	23121
FBgn0038337_FBpp0082560	12864
FBgn0004197_FBpp0310538	1491
FBgn0034426_FBpp0085746	13537.1
FBgn0036235_FBpp0303204	10005
FBgn0053687_FBpp0311814	26759
FBgn0032626_FBpp0304527	26297
FBgn0027538_FBpp0086668	13024
FBgn0037369_FBpp0078373	232
FBgn0017578_FBpp0311541	1674
FBgn0051414_FBpp0306807	10171
FBgn0029161_FBpp0289088	9353
FBgn0050469_FBpp0271858	6862
FBgn0039301_FBpp0304467	9674
FBgn0261549_FBpp0305778	689
FBgn0010295_FBpp0070514	27280
FBgn0038749_FBpp0083261	24237
FBgn0038641_FBpp0083083	19409
FBgn0003612_FBpp0087651	9409
FBgn0037684_FBpp0081504	13707
FBgn0017482_FBpp0071759	23832
FBgn0034221_FBpp0086075	16792
FBgn0045862_FBpp0303118	23343
FBgn0000409_FBpp0080446	10204
FBgn0038079_FBpp0112140	11303.1.1
FBgn0027532_FBpp0078139	15191
FBgn0000276_FBpp0084977	7079
FBgn0040798_FBpp0075218	2496
FBgn0087011_FBpp0112834	19369
FBgn0036648_FBpp0075120	555
FBgn0052214_FBpp0305977	9710
FBgn0038695_FBpp0311971	9464
FBgn0039026_FBpp0083705	13776
FBgn0031660_FBpp0078635	20983
FBgn0266435_FBpp0310796	10826
FBgn0031146_FBpp0076958	3829
FBgn0039723_FBpp0084869	23509
FBgn0011270_FBpp0082089	27230
FBgn0001087_FBpp0073673	27430
FBgn0036738_FBpp0311536	17614
FBgn0086707_FBpp0080638	12918.2
FBgn0040394_FBpp0070418	1073
FBgn0050000_FBpp0087548	10912.1
FBgn0034196_FBpp0086153	8360
FBgn0053894_FBpp0091139	6330.1.1
FBgn0051475_FBpp0304806	21651
FBgn0264739_FBpp0306235	19218
FBgn0037142_FBpp0078125	4564
FBgn0028546_FBpp0309704	22134
FBgn0004427_FBpp0072530	14504
FBgn0038199_FBpp0112144	7132
FBgn0042175_FBpp0305187	7054
FBgn0051852_FBpp0080045	20636
FBgn0051288_FBpp0084234	11848
FBgn0261799_FBpp0075167	27211
FBgn0051668_FBpp0300178	15206
FBgn0000337_FBpp0311059	7506
FBgn0260869_FBpp0290780	20073
FBgn0028509_FBpp0080123	3089
FBgn0020258_FBpp0080210	10615
FBgn0034326_FBpp0298014	5943
FBgn0000581_FBpp0303473	15844
FBgn0051974_FBpp0303495	2876
FBgn0262018_FBpp0292843	26831.1.2
FBgn0053558_FBpp0291734	24316
FBgn0003301_FBpp0073809	15609
FBgn0050106_FBpp0086052	1727
FBgn0261985_FBpp0297516	27149
FBgn0053144_FBpp0291679	4054
FBgn0028841_FBpp0309208	25617
FBgn0000183_FBpp0303259	25904
FBgn0029990_FBpp0071075	18987
FBgn0036839_FBpp0074807	14165
FBgn0034876_FBpp0072023	13181
FBgn0011758_FBpp0074204	17809.1.1.1
FBgn0085233_FBpp0111312	13615
FBgn0037017_FBpp0311797	14701
FBgn0028425_FBpp0312092	10007
FBgn0033160_FBpp0307849	11353
FBgn0030222_FBpp0071435	24916
FBgn0032161_FBpp0079474	21618
FBgn0261872_FBpp0075048	9870
FBgn0051848_FBpp0292796	3596
FBgn0030005_FBpp0290136	24693
FBgn0036685_FBpp0075053	14874
FBgn0033889_FBpp0292958	5923
FBgn0036443_FBpp0075453	13612
FBgn0034136_FBpp0303037	9477
FBgn0036874_FBpp0074750	4246
FBgn0000326_FBpp0071604	2905.1
FBgn0025682_FBpp0088881	22644
FBgn0261613_FBpp0292053	10384.2.1.1.2.1.1.1.1.2
FBgn0265138_FBpp0077566	9756
FBgn0034479_FBpp0309574	14983
FBgn0032509_FBpp0080044	3555
FBgn0038912_FBpp0083537	25039
FBgn0017550_FBpp0078390	19349
FBgn0011638_FBpp0080906	17723
FBgn0259741_FBpp0311221	20493
FBgn0034184_FBpp0086128	18516
FBgn0033850_FBpp0086793	6166
FBgn0039071_FBpp0083774	3954
FBgn0014020_FBpp0089129	26692
FBgn0033636_FBpp0111979	18378
FBgn0036213_FBpp0075764	759
FBgn0022936_FBpp0078093	5889
FBgn0031856_FBpp0288681	4440
FBgn0036036_FBpp0076131	23451
FBgn0038611_FBpp0083001	18673
FBgn0003308_FBpp0082172	2994
FBgn0036082_FBpp0076011	23435
FBgn0030607_FBpp0073778	2126
FBgn0032216_FBpp0304059	18347
FBgn0053895_FBpp0091140	6330.1.1
FBgn0000100_FBpp0306232	20734
FBgn0002566_FBpp0310509	7351
FBgn0046225_FBpp0081869	11406
FBgn0264991_FBpp0307438	25502
FBgn0050340_FBpp0087618	23915
FBgn0010258_FBpp0082318	995
FBgn0262873_FBpp0297389	13431
FBgn0264502_FBpp0305151	8235
FBgn0011481_FBpp0303084	26983
FBgn0052833_FBpp0071899	16876
FBgn0036272_FBpp0312082	21840
FBgn0004389_FBpp0085116	9737
FBgn0260995_FBpp0306958	588.1
FBgn0035294_FBpp0072720	26295
FBgn0037150_FBpp0078138	13402
FBgn0004387_FBpp0084581	5919
FBgn0030029_FBpp0071126	14555
FBgn0262609_FBpp0293826	20101
FBgn0031855_FBpp0078933	17938
FBgn0037122_FBpp0078111	7809
FBgn0034407_FBpp0085803	1710
FBgn0038950_FBpp0083630	17237
FBgn0052758_FBpp0070808	12297
FBgn0032217_FBpp0079578	9639
FBgn0002917_FBpp0311138	2418
FBgn0037516_FBpp0081275	11349
FBgn0031702_FBpp0309915	21421
FBgn0032154_FBpp0079501	16959
FBgn0035043_FBpp0072242	9706
FBgn0086785_FBpp0075560	9615
FBgn0027497_FBpp0078371	12788
FBgn0263020_FBpp0297754	23546
FBgn0032067_FBpp0292117	25135
FBgn0051661_FBpp0077597	3331
FBgn0034317_FBpp0302003	1079
FBgn0033087_FBpp0085478	6576
FBgn0000504_FBpp0303107	6664
FBgn0034204_FBpp0086149	15899
FBgn0031250_FBpp0303501	8637
FBgn0029094_FBpp0291576	26056
FBgn0035678_FBpp0076772	25380
FBgn0000163_FBpp0110299	26015
FBgn0053113_FBpp0290753	15314
FBgn0030893_FBpp0309969	20694
FBgn0003896_FBpp0309708	337
FBgn0028341_FBpp0099554	27223
FBgn0036832_FBpp0074838	12672
FBgn0037632_FBpp0081401	11511
FBgn0038491_FBpp0307971	12409
FBgn0259733_FBpp0289273	16974
FBgn0260742_FBpp0112135	20224
FBgn0001145_FBpp0310162	17343
FBgn0031906_FBpp0291744	17631
FBgn0085423_FBpp0297429	26583
FBgn0033680_FBpp0087089	639
FBgn0035878_FBpp0076400	10358
FBgn0020224_FBpp0076342	22577
FBgn0038621_FBpp0083069	21124
FBgn0026872_FBpp0311617	20622.2
FBgn0052241_FBpp0292131	15752
FBgn0011668_FBpp0084288	20479
FBgn0051140_FBpp0303397	18413
FBgn0037686_FBpp0081528	17942
FBgn0036110_FBpp0075923	16793.1
FBgn0039628_FBpp0084730	6305
FBgn0025874_FBpp0075533	10384.2.1.1.1
FBgn0039254_FBpp0084124	10357
FBgn0029947_FBpp0071012	10599
FBgn0030237_FBpp0073234	16918
FBgn0034792_FBpp0293463	235
FBgn0043362_FBpp0078775	9431
FBgn0085273_FBpp0305247	6459
FBgn0260648_FBpp0077551	23623
FBgn0053117_FBpp0080844	9097
FBgn0003733_FBpp0088012	8607
FBgn0037973_FBpp0081980	27471
FBgn0033061_FBpp0085358	27456
FBgn0033499_FBpp0087423	25217
FBgn0036787_FBpp0074883	13528
FBgn0034093_FBpp0310506	19173
FBgn0034945_FBpp0072114	9897
FBgn0046879_FBpp0089321	24060
FBgn0039808_FBpp0311049	10558.1
FBgn0011230_FBpp0079167	9248
FBgn0041581_FBpp0086568	3474
FBgn0036032_FBpp0303131	25035
FBgn0038956_FBpp0083628	24756.1.1
FBgn0033919_FBpp0290421	16065
FBgn0038569_FBpp0310956	8215
FBgn0032791_FBpp0303742	2777
FBgn0038237_FBpp0303081	20774
FBgn0050122_FBpp0290145	15123
FBgn0035697_FBpp0076717	8126
FBgn0010433_FBpp0081318	14251
FBgn0030802_FBpp0074121	256
FBgn0034433_FBpp0085742	15198
FBgn0024188_FBpp0087227	16104
FBgn0023545_FBpp0070333	5425
FBgn0037399_FBpp0078269	13001
FBgn0266756_FBpp0306407	7802.2
FBgn0050094_FBpp0086372	1422
FBgn0041622_FBpp0089412	22123.1
FBgn0051774_FBpp0300449	3767
FBgn0052075_FBpp0297066	13363
FBgn0022708_FBpp0072072	20965
FBgn0052237_FBpp0073212	1438
FBgn0038191_FBpp0082339	4542
FBgn0033043_FBpp0085387	20018
FBgn0034191_FBpp0086132	18978
FBgn0033866_FBpp0086754	14523
FBgn0039131_FBpp0300414	428.1.2.1.1.2
FBgn0039040_FBpp0083755	22726
FBgn0265670_FBpp0309458	11168
FBgn0031307_FBpp0077623	8495
FBgn0038447_FBpp0082777	9713
FBgn0053704_FBpp0091015	20665
FBgn0035309_FBpp0072793	1996
FBgn0030283_FBpp0073303	1357
FBgn0085257_FBpp0111336	13041
FBgn0034509_FBpp0085604	17158
FBgn0030274_FBpp0309787	5873
FBgn0034183_FBpp0086127	11766
FBgn0030207_FBpp0071393	4474
FBgn0085399_FBpp0288819	22068
FBgn0029891_FBpp0311462	10887
FBgn0262576_FBpp0293583	9968
FBgn0013773_FBpp0086580	26436
FBgn0086904_FBpp0086973	19983
FBgn0000299_FBpp0078642	7480.1.1.2
FBgn0053864_FBpp0091110	6330.1.1
FBgn0035544_FBpp0073157	21921
FBgn0039417_FBpp0298343	15760
FBgn0000246_FBpp0082650	22544
FBgn0051855_FBpp0080046	26367
FBgn0035569_FBpp0073221	11771
FBgn0085483_FBpp0111672	10738
FBgn0032376_FBpp0079849	24153
FBgn0034046_FBpp0300971	1897
FBgn0051740_FBpp0080581	3102
FBgn0031571_FBpp0297895	21304
FBgn0035880_FBpp0076397	26304
FBgn0035922_FBpp0076295	21494
FBgn0052203_FBpp0110068	23505
FBgn0036156_FBpp0075902	10786
FBgn0037570_FBpp0297706	24707.2
FBgn0036085_FBpp0311253	10430
FBgn0039582_FBpp0084657	6500
FBgn0037250_FBpp0078565	9385
FBgn0038790_FBpp0083292	6246
FBgn0263933_FBpp0077715	10746
FBgn0037936_FBpp0081913	11848
FBgn0029913_FBpp0071000	4119
FBgn0026397_FBpp0077542	20018
FBgn0036754_FBpp0074936	5559
FBgn0037543_FBpp0302559	24670
FBgn0033773_FBpp0086978	13815
FBgn0050280_FBpp0290150	19369
FBgn0051706_FBpp0307612	27403
FBgn0001225_FBpp0312157	18076
FBgn0053758_FBpp0091024	14321
FBgn0030949_FBpp0074375	17757
FBgn0036911_FBpp0302625	7862
FBgn0032029_FBpp0308837	8717
FBgn0033701_FBpp0087103	8704
FBgn0033774_FBpp0086967	7476
FBgn0264006_FBpp0303444	23583
FBgn0011703_FBpp0079648	21695
FBgn0262530_FBpp0293509	8205
FBgn0034447_FBpp0085719	12379
FBgn0000629_FBpp0306192	2548
FBgn0035344_FBpp0072837	7027.1
FBgn0026634_FBpp0082568	4496
FBgn0030017_FBpp0303732	13316
FBgn0030305_FBpp0073354	4882
FBgn0036772_FBpp0074918	3512
FBgn0035355_FBpp0072806	9788
FBgn0259171_FBpp0303421	27034.2.1
FBgn0037093_FBpp0078014	9401.1
FBgn0016038_FBpp0088667	26023
FBgn0029718_FBpp0070650	24079
FBgn0036704_FBpp0075011	23561
FBgn0038788_FBpp0310647	18925
FBgn0038149_FBpp0082228	19973
FBgn0033221_FBpp0087905	15233
FBgn0046793_FBpp0073225	18954
FBgn0053527_FBpp0293592	20815
FBgn0036857_FBpp0074784	16345
FBgn0035287_FBpp0289941	11640
FBgn0026058_FBpp0074235	15686
FBgn0032095_FBpp0079369	3153
FBgn0033644_FBpp0087180	18328
FBgn0029697_FBpp0070613	9357
FBgn0015035_FBpp0079515	7027.1
FBgn0021795_FBpp0311866	1392
FBgn0085692_FBpp0312442	6657
FBgn0031811_FBpp0078886	3901
FBgn0053127_FBpp0077712	15892
FBgn0250867_FBpp0288744	9760
FBgn0034103_FBpp0086280	26763
FBgn0032480_FBpp0080019	13628
FBgn0003310_FBpp0077658	775
FBgn0051533_FBpp0082366	3180
FBgn0031653_FBpp0078692	22096
FBgn0030329_FBpp0292398	6045
FBgn0031500_FBpp0077340	4848
FBgn0024245_FBpp0080765	9467
FBgn0014000_FBpp0080841	21073
FBgn0036454_FBpp0075445	17954
FBgn0261054_FBpp0291146	10972
FBgn0036970_FBpp0077830	5597
FBgn0030814_FBpp0074156	12302
FBgn0004179_FBpp0078146	9581
FBgn0050418_FBpp0072170	5333.2
FBgn0053057_FBpp0311127	5183
FBgn0002906_FBpp0081910	20445
FBgn0053825_FBpp0091071	6330.1.1
FBgn0039486_FBpp0084503	24756.1.1
FBgn0036328_FBpp0075605	9289
FBgn0029800_FBpp0308792	15447
FBgn0036877_FBpp0074746	5297
FBgn0260461_FBpp0074706	27283
FBgn0034530_FBpp0085565	26866
FBgn0053703_FBpp0091014	14985
FBgn0027949_FBpp0080799	16902
FBgn0029897_FBpp0070943	4726
FBgn0025836_FBpp0309061	5382
FBgn0033202_FBpp0312485	3359
FBgn0259221_FBpp0289035	3218
FBgn0053632_FBpp0110156	26759
FBgn0026393_FBpp0087962	20018
FBgn0053301_FBpp0310308	11848
FBgn0033529_FBpp0087367	5384
FBgn0044047_FBpp0305878	13149
FBgn0053658_FBpp0090992	26759
FBgn0034735_FBpp0071745	9012
FBgn0001280_FBpp0084962	5495
FBgn0034000_FBpp0086498	23720
FBgn0028913_FBpp0080227	795
FBgn0051956_FBpp0113016	16606.1
FBgn0031513_FBpp0309469	10760
FBgn0005695_FBpp0087789	25046
FBgn0037470_FBpp0305518	19955.1
FBgn0267347_FBpp0307139	7295
FBgn0015300_FBpp0072258	6269
FBgn0023519_FBpp0304831	24557
FBgn0004619_FBpp0076691	11626.1.1.2
FBgn0020399_FBpp0082714	16460
FBgn0031002_FBpp0074460	6435
FBgn0036000_FBpp0076201	2276
FBgn0036580_FBpp0075238	7536
FBgn0045497_FBpp0077556	22104
FBgn0040730_FBpp0085677	15906
FBgn0031617_FBpp0289583	7911
FBgn0026713_FBpp0073717	5567
FBgn0034913_FBpp0072145	20631
FBgn0262900_FBpp0297420	5187
FBgn0038144_FBpp0082218	10203
FBgn0261682_FBpp0292196	2021
FBgn0028866_FBpp0080249	17614
FBgn0051108_FBpp0084177	15243
FBgn0032929_FBpp0081004	21855
FBgn0263353_FBpp0301052	10652
FBgn0003082_FBpp0087914	15533
FBgn0262619_FBpp0072041	20113
FBgn0085366_FBpp0111451	9837
FBgn0083983_FBpp0110310	5005
FBgn0036781_FBpp0074900	24571
FBgn0014011_FBpp0076577	12118
FBgn0029922_FBpp0293053	25853
FBgn0029155_FBpp0290922	7693
FBgn0010926_FBpp0082928	26637
FBgn0053823_FBpp0091069	1587.2
FBgn0030927_FBpp0074399	10799
FBgn0013954_FBpp0085703	19610
FBgn0003638_FBpp0070171	10367
FBgn0051760_FBpp0304318	25953
FBgn0036334_FBpp0075609	21699
FBgn0030864_FBpp0074249	2640
FBgn0051496_FBpp0081101	19397
FBgn0030787_FBpp0074130	16279
FBgn0000552_FBpp0081186	3341
FBgn0014865_FBpp0086518	12223
FBgn0037689_FBpp0081508	24136
FBgn0041103_FBpp0289298	8258
FBgn0051525_FBpp0078564	1127
FBgn0039079_FBpp0271710	6862
FBgn0028936_FBpp0291663	703
FBgn0037773_FBpp0297566	2064
FBgn0035736_FBpp0076637	16793.1
FBgn0031786_FBpp0078835	7962
FBgn0035954_FBpp0076248	3282
FBgn0031446_FBpp0290208	12531
FBgn0043576_FBpp0087786	14740.1
FBgn0037870_FBpp0081817	15806
FBgn0034157_FBpp0086175	16045
FBgn0053898_FBpp0091143	6330.1.1
FBgn0030244_FBpp0308867	8379
FBgn0010602_FBpp0301731	24346
FBgn0052182_FBpp0074953	3451
FBgn0035258_FBpp0072684	23506
FBgn0027378_FBpp0306049	17943
FBgn0034187_FBpp0289504	6574
FBgn0025625_FBpp0070326	15109
FBgn0051100_FBpp0307732	21320
FBgn0061476_FBpp0085138	765
FBgn0036892_FBpp0271918	27092
FBgn0033392_FBpp0087690	21835
FBgn0034997_FBpp0300565	15002
FBgn0013751_FBpp0303103	3096.2
FBgn0032691_FBpp0080629	8864
FBgn0028990_FBpp0078950	13965.1
FBgn0034730_FBpp0071741	16198
FBgn0034488_FBpp0085630	22427
FBgn0262562_FBpp0293548	25894
FBgn0032416_FBpp0079919	12909
FBgn0038862_FBpp0083419	27153
FBgn0040509_FBpp0079995	9974.1
FBgn0031860_FBpp0078967	18880
FBgn0003448_FBpp0080298	16435
FBgn0030984_FBpp0288714	19582
FBgn0000454_FBpp0082299	25933
FBgn0034418_FBpp0085775	2279
FBgn0036878_FBpp0074745	20527.2
FBgn0010441_FBpp0084549	6931
FBgn0261530_FBpp0297182	17062
FBgn0053170_FBpp0088777	7338
FBgn0264694_FBpp0081882	18301
FBgn0035704_FBpp0076695	11851
FBgn0011474_FBpp0082389	22563
FBgn0036849_FBpp0074794	2757
FBgn0029997_FBpp0309126	12408
FBgn0038727_FBpp0290431	18183
FBgn0262527_FBpp0301595	17545
FBgn0262531_FBpp0293515	7891
FBgn0266582_FBpp0072975	25127
FBgn0034671_FBpp0071649	12717
FBgn0034860_FBpp0297280	17012
FBgn0266430_FBpp0310792	17366
FBgn0010300_FBpp0307610	3288
FBgn0023541_FBpp0301778	7027.1
FBgn0029959_FBpp0071030	10532
FBgn0005777_FBpp0081606	27458
FBgn0002973_FBpp0308609	20632
FBgn0266282_FBpp0083958	8605
FBgn0030701_FBpp0073926	4472
FBgn0266000_FBpp0309841	7669
FBgn0038927_FBpp0083581	7076
FBgn0030573_FBpp0073750	4602
FBgn0030259_FBpp0288875	12348
FBgn0033720_FBpp0304544	25905.2
FBgn0034051_FBpp0089346	5505
FBgn0034826_FBpp0071883	12154
FBgn0000451_FBpp0308931	18534
FBgn0263597_FBpp0301787	7897
FBgn0050020_FBpp0087330	2919
FBgn0039428_FBpp0303186	24245
FBgn0039920_FBpp0302678	23082
FBgn0039238_FBpp0084084	12748
FBgn0035537_FBpp0073194	2456
FBgn0038530_FBpp0082908	3474
FBgn0003886_FBpp0081565	5127.1
FBgn0046302_FBpp0080725	24224.2
FBgn0027507_FBpp0085370	2267
FBgn0039030_FBpp0083731	8939.1.2
FBgn0022943_FBpp0082973	15724
FBgn0037166_FBpp0078158	21000
FBgn0261085_FBpp0303988	21707
FBgn0036831_FBpp0074836	1236
FBgn0032348_FBpp0079789	21070
FBgn0039252_FBpp0084123	12805
FBgn0053092_FBpp0083539	19217
FBgn0038304_FBpp0082510	4766
FBgn0026428_FBpp0303431	24574
FBgn0015574_FBpp0081073	26740
FBgn0052485_FBpp0072855	20624
FBgn0053240_FBpp0289366	6269
FBgn0052843_FBpp0303580	23324.1
FBgn0039714_FBpp0292153	17794
FBgn0029810_FBpp0070780	2421
FBgn0031174_FBpp0076892	2090
FBgn0030926_FBpp0074400	1092
FBgn0051820_FBpp0293750	2425
FBgn0039873_FBpp0085219	9930.1.1.1
FBgn0028563_FBpp0087855	23563
FBgn0027783_FBpp0086591	25883.2.1
FBgn0035374_FBpp0290840	14237
FBgn0051851_FBpp0311700	5683
FBgn0032669_FBpp0080601	13368.1
FBgn0035438_FBpp0072932	24939
FBgn0035861_FBpp0076441	20780
FBgn0027584_FBpp0307203	18033
FBgn0034786_FBpp0309872	15840
FBgn0040342_FBpp0070182	5306
FBgn0041626_FBpp0070028	378
FBgn0267049_FBpp0311895	2700
FBgn0011227_FBpp0086974	1734
FBgn0261834_FBpp0292457	16835
FBgn0034523_FBpp0085569	17083
FBgn0046258_FBpp0084587	11627
FBgn0041171_FBpp0073103	3166.1
FBgn0014869_FBpp0084753	22608
FBgn0033788_FBpp0086910	8124
FBgn0085421_FBpp0302889	21179
FBgn0032658_FBpp0080577	20687
FBgn0032434_FBpp0305304	14355
FBgn0035189_FBpp0072531	14134
FBgn0000316_FBpp0070064	840
FBgn0052017_FBpp0290214	4522
FBgn0036993_FBpp0289640	18897
FBgn0029123_FBpp0303243	26878
FBgn0051634_FBpp0078956	24397.2
FBgn0029877_FBpp0070905	16950
FBgn0035971_FBpp0076159	21615
FBgn0040607_FBpp0292518	3447
FBgn0036925_FBpp0074668	19644
FBgn0259236_FBpp0289129	13680
FBgn0034804_FBpp0302008	11285
FBgn0037950_FBpp0081946	921.1
FBgn0034727_FBpp0071753	20689
FBgn0083985_FBpp0110319	24962
FBgn0003716_FBpp0078721	21162
FBgn0261934_FBpp0303178	7211
FBgn0029712_FBpp0070645	25896
FBgn0052104_FBpp0075718	8944
FBgn0038136_FBpp0082209	19689.2
FBgn0030431_FBpp0073528	8267
FBgn0039419_FBpp0084363	22038
FBgn0032668_FBpp0080591	13368.1
FBgn0038420_FBpp0082774	21
FBgn0043884_FBpp0293580	18176.1
FBgn0028693_FBpp0075068	18029
FBgn0017566_FBpp0071129	14577
FBgn0052230_FBpp0303825	9417
FBgn0016970_FBpp0087589	13583
FBgn0021776_FBpp0083256	1668
FBgn0039213_FBpp0084037	9774
FBgn0034982_FBpp0072187	17634
FBgn0039429_FBpp0084386	24911
FBgn0265274_FBpp0303338	13842
FBgn0037156_FBpp0078163	6409
FBgn0266100_FBpp0310153	16543
FBgn0036447_FBpp0075451	20068
FBgn0051207_FBpp0083446	1466
FBgn0053284_FBpp0077949	9170
FBgn0043533_FBpp0085635	24025
FBgn0036671_FBpp0075096	15608
FBgn0040843_FBpp0076885	19558
FBgn0031008_FBpp0074457	3007
FBgn0032388_FBpp0088537	27200
FBgn0039719_FBpp0304702	23662
FBgn0032590_FBpp0080428	13115
FBgn0031986_FBpp0079197	21290
FBgn0024291_FBpp0080015	14220
FBgn0051423_FBpp0307908	6862
FBgn0036848_FBpp0074800	26324
FBgn0004864_FBpp0073313	22357
FBgn0027843_FBpp0075733	26970
FBgn0004598_FBpp0074040	7627.1
FBgn0039830_FBpp0085136	12189.1
FBgn0020255_FBpp0073328	23230.1
FBgn0038651_FBpp0271890	4886
FBgn0039945_FBpp0291698	18336
FBgn0039601_FBpp0084724	4008
FBgn0034923_FBpp0072130	6519
FBgn0035760_FBpp0076548	5786
FBgn0039637_FBpp0084742	442
FBgn0039091_FBpp0083876	25857.2
FBgn0058178_FBpp0306001	505
FBgn0003313_FBpp0300458	7128
FBgn0037718_FBpp0081552	7343
FBgn0000439_FBpp0081138	2793
FBgn0028938_FBpp0080137	2984
FBgn0053773_FBpp0091035	26759
FBgn0266084_FBpp0306021	15643.1.1
FBgn0265182_FBpp0308242	12376
FBgn0037660_FBpp0081475	15792
FBgn0035577_FBpp0304985	23647
FBgn0036364_FBpp0075585	18676
FBgn0031903_FBpp0292305	10266
FBgn0031413_FBpp0077476	312
FBgn0035550_FBpp0292130	22235
FBgn0263832_FBpp0073058	22060
FBgn0034428_FBpp0289819	13537.1
FBgn0263998_FBpp0303364	12937
FBgn0004374_FBpp0080864	14229.2
FBgn0030074_FBpp0071207	18927
FBgn0028941_FBpp0080086	11850
FBgn0260026_FBpp0289810	14419
FBgn0050419_FBpp0072182	17114
FBgn0030037_FBpp0071189	18206
FBgn0031159_FBpp0100069	10232
FBgn0250911_FBpp0288791	23394
FBgn0031312_FBpp0077626	20417
FBgn0052457_FBpp0289846	16906
FBgn0038938_FBpp0302820	8995
FBgn0037717_FBpp0081551	22473
FBgn0035916_FBpp0076372	16381
FBgn0037986_FBpp0308701	13820
FBgn0038047_FBpp0082061	10384.2.1.1.1
FBgn0033810_FBpp0086877	15793
FBgn0000239_FBpp0290556	20944
FBgn0015380_FBpp0303242	4098
FBgn0261832_FBpp0292454	3307
FBgn0259878_FBpp0089409	2918
FBgn0036752_FBpp0074955	8334
FBgn0020497_FBpp0079278	11748
FBgn0030839_FBpp0074205	15115
FBgn0034122_FBpp0086311	17771
FBgn0262351_FBpp0293176	4974
FBgn0262101_FBpp0292989	21242
FBgn0086451_FBpp0078971	10701
FBgn0028561_FBpp0087857	6125
FBgn0031389_FBpp0077526	13376
FBgn0001987_FBpp0310295	7766
FBgn0267385_FBpp0083611	27254
FBgn0265413_FBpp0309314	10118
FBgn0033913_FBpp0086663	25536
FBgn0029506_FBpp0085512	8498
FBgn0029857_FBpp0070862	17279
FBgn0085306_FBpp0304469	7987
FBgn0029944_FBpp0071008	7177
FBgn0264848_FBpp0075690	18168
FBgn0030692_FBpp0312012	25511
FBgn0029756_FBpp0070764	15203
FBgn0033465_FBpp0087472	8603
FBgn0037461_FBpp0081198	429
FBgn0015799_FBpp0070141	24825
FBgn0030537_FBpp0073690	22854
FBgn0033953_FBpp0086610	12462
FBgn0029693_FBpp0309962	22957
FBgn0037475_FBpp0306731	6962
FBgn0011584_FBpp0079522	27024
FBgn0036895_FBpp0074716	3318
FBgn0038619_FBpp0083050	11906
FBgn0015778_FBpp0312063	23123
FBgn0053806_FBpp0091053	20001.2
FBgn0034853_FBpp0071919	12556
FBgn0037446_FBpp0303224	17511
FBgn0263048_FBpp0297798	15926
FBgn0030055_FBpp0071166	8780
FBgn0023001_FBpp0291254	13084
FBgn0030307_FBpp0073390	19345
FBgn0039600_FBpp0084691	18994
FBgn0031245_FBpp0077795	11375
FBgn0035027_FBpp0072216	15822
FBgn0053302_FBpp0079526	24787
FBgn0265187_FBpp0308254	1815
FBgn0035187_FBpp0072534	3777
FBgn0083972_FBpp0110244	797
