#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
FBpp0264975          -          BGBP                 -           3.8e-134  447.5   0.0  4.6e-134  447.2   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:complement(15388350..15388547,15388606..15388983,15389053..15389837,15390021..15390138); ID=FBpp0264975; name=Dyak\GNBP1-PA; parent=FBgn0067448,FBtr0266483; dbxref=FlyBase:FBpp0264975,FlyBase_Annotation_IDs:GE19965-PA,GB_protein:EDW94595,REFSEQ:XP_002094883,FlyMine:FBpp0264975; MD5=812d81afcc516ec569171a72046cb240; length=492; release=r1.3; species=Dyak; 
FBpp0259865          -          CLIPC                -            6.2e-49  166.8   0.0   7.8e-49  166.5   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2L:complement(3497669..3498224,3498289..3498566); ID=FBpp0259865; name=Dyak\GE14855-PA; parent=FBgn0232446,FBtr0261373; dbxref=FlyBase:FBpp0259865,FlyBase_Annotation_IDs:GE14855-PA,GB_protein:EDW87549,REFSEQ:XP_002087837,FlyMine:FBpp0259865; MD5=ed1e6647e5144ca2d6b8c7ce50f73a9e; length=277; release=r1.3; species=Dyak; 
FBpp0256736          -          CLIPC                -            7.7e-49  166.5   1.1   9.9e-49  166.1   1.1   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:complement(17411139..17411536,17411606..17411784,17411848..17411887,17411942..17412173); ID=FBpp0256736; name=Dyak\GE11726-PA; parent=FBgn0229520,FBtr0258244; dbxref=FlyBase:FBpp0256736,FlyBase_Annotation_IDs:GE11726-PA,GB_protein:EDW92047,REFSEQ:XP_002092335,FlyMine:FBpp0256736; MD5=5918787dd5f6fa7760475e92989d4f15; length=282; release=r1.3; species=Dyak; 
FBpp0264931          -          CLIPC                -              1e-48  166.1   0.0   1.2e-48  165.8   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:complement(16517143..16517955); ID=FBpp0264931; name=Dyak\GE19921-PA; parent=FBgn0068245,FBtr0266439; dbxref=FlyBase:FBpp0264931,FlyBase_Annotation_IDs:GE19921-PA,GB_protein:EDW94703,REFSEQ:XP_002094991,FlyMine:FBpp0264931; MD5=7f53cdb28ee2677f472c3add96dcf3cc; length=270; release=r1.3; species=Dyak; 
FBpp0256735          -          CLIPC                -            1.3e-48  165.8   0.3   1.6e-48  165.5   0.3   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:complement(17412680..17413137,17413203..17413381,17413502..17413547,17413604..17413811); ID=FBpp0256735; name=Dyak\GE11725-PA; parent=FBgn0229519,FBtr0258243; dbxref=FlyBase:FBpp0256735,FlyBase_Annotation_IDs:GE11725-PA,GB_protein:EDW92048,REFSEQ:XP_002092336,FlyMine:FBpp0256735; MD5=5afe56d6e06c7fce162c58ee7ffdfa35; length=296; release=r1.3; species=Dyak; 
FBpp0269331          -          CLIPC                -            4.1e-48  164.1   0.0   5.1e-48  163.8   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:complement(14976294..14976700,14976766..14976935,14977000..14977045,14977100..14977312,15013092..15013185); ID=FBpp0269331; name=Dyak\GE24321-PA; parent=FBgn0241444,FBtr0270839; dbxref=FlyBase:FBpp0269331,FlyBase_Annotation_IDs:GE24321-PA,GB_protein:EDW97427,REFSEQ:XP_002097715,FlyMine:FBpp0269331; MD5=816a06af0009bf21e39f1bbe203afc59; length=309; release=r1.3; species=Dyak; 
FBpp0266542          -          CLIPC                -            7.7e-48  163.2   0.0   9.6e-48  162.9   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=3L:join(6634918..6635438,6635498..6635673,6635737..6636368); ID=FBpp0266542; name=Dyak\GE21532-PA; parent=FBgn0238787,FBtr0268050; dbxref=FlyBase:FBpp0266542,FlyBase_Annotation_IDs:GE21532-PA,GB_protein:EDW93585,REFSEQ:XP_002093873,FlyMine:FBpp0266542; MD5=add01f884f35e119bca66591da161a1a; length=442; release=r1.3; species=Dyak; 
FBpp0256807          -          CLIPC                -            9.4e-48  162.9   0.2   1.6e-28   99.7   0.0   2.0   1   1   1   2   2   2   2 type=protein; loc=2R:complement(16605400..16605824,16606961..16607293,16607355..16607530,16607590..16607638,16607718..16607790); ID=FBpp0256807; name=Dyak\GE11797-PA; parent=FBgn0229589,FBtr0258315; dbxref=FlyBase:FBpp0256807,FlyBase_Annotation_IDs:GE11797-PA,GB_protein:EDW91912,REFSEQ:XP_002092200,FlyMine:FBpp0256807; MD5=52c3ad99eee3e8a7edd33d9aa63bfaa9; length=351; release=r1.3; species=Dyak; 
FBpp0267148          -          CLIPC                -            2.7e-47  161.4   0.0   3.6e-47  161.0   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:join(16518652..16518890,16518948..16519210,16519293..16519606); ID=FBpp0267148; name=Dyak\GE22138-PA; parent=FBgn0239367,FBtr0268656; dbxref=FlyBase:FBpp0267148,FlyBase_Annotation_IDs:GE22138-PA,GB_protein:EDW94704,REFSEQ:XP_002094992,FlyMine:FBpp0267148; MD5=401c7feeaec6a76f155fbb243ac93410; length=271; release=r1.3; species=Dyak; 
FBpp0265522          -          CLIPC                -            3.3e-47  161.1   0.0   4.2e-47  160.8   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:complement(6667981..6668548,6668606..6668841); ID=FBpp0265522; name=Dyak\GE20512-PA; parent=FBgn0237826,FBtr0267030; dbxref=FlyBase:FBpp0265522,FlyBase_Annotation_IDs:GE20512-PA,GB_protein:EDW93594,REFSEQ:XP_002093882,FlyMine:FBpp0265522; MD5=b946fd3125ae178170f48a7e45b12af4; length=267; release=r1.3; species=Dyak; 
FBpp0264329          -          CLIPC                -            4.2e-47  160.8   0.0   4.7e-47  160.6   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2L:join(18481806..18482332,18482398..18482745,18482900..18482903); ID=FBpp0264329; name=Dyak\GE19319-PA; parent=FBgn0236669,FBtr0265837; dbxref=FlyBase:FBpp0264329,FlyBase_Annotation_IDs:GE19319-PA,GB_protein:EDW89584,REFSEQ:XP_002089872,FlyMine:FBpp0264329; MD5=fb624e9030f17a54666879bb19ec4252; length=292; release=r1.3; species=Dyak; 
FBpp0264196          -          CLIPC                -            4.4e-47  160.7   0.0   7.8e-47  159.9   0.0   1.3   1   0   0   1   1   1   1 type=protein; loc=2L:join(16793087..16793308,16793670..16794372,16795033..16795697); ID=FBpp0264196; name=Dyak\GE19186-PA; parent=FBgn0236545,FBtr0265704; dbxref=FlyBase:FBpp0264196,FlyBase_Annotation_IDs:GE19186-PA,GB_protein:EDW89315,REFSEQ:XP_002089603,FlyMine:FBpp0264196; MD5=93eaea2cc38c2711c1686fd78887c15b; length=529; release=r1.3; species=Dyak; 
FBpp0265653          -          CLIPC                -            4.7e-47  160.6   0.3   4.7e-47  160.6   0.3   2.3   3   0   0   3   3   1   1 type=protein; loc=3L:complement(4733452..4733774,4733834..4734111,4734170..4735070,4735128..4735691,4735765..4736154,4736215..4736370,4736540..4736836,4736894..4737043,4737107..4737209); ID=FBpp0265653; name=Dyak\GE20643-PA; parent=FBgn0237948,FBtr0267161; dbxref=FlyBase:FBpp0265653,FlyBase_Annotation_IDs:GE20643-PA,GB_protein:EDW93364,REFSEQ:XP_002093652,FlyMine:FBpp0265653; MD5=13b4b53be2fbc1fe035f6092569754ac; length=1053; release=r1.3; species=Dyak; 
FBpp0257890          -          CLIPC                -            4.9e-47  160.6   0.0   6.2e-47  160.2   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:complement(1917920..1918738); ID=FBpp0257890; name=Dyak\GE12880-PA; parent=FBgn0230597,FBtr0259398; dbxref=FlyBase:FBpp0257890,FlyBase_Annotation_IDs:GE12880-PA,GB_protein:EDW89996,REFSEQ:XP_002090284,FlyMine:FBpp0257890; MD5=8666834a256fec3cbd011d37513d6f49; length=272; release=r1.3; species=Dyak; 
FBpp0258814          -          CLIPC                -            8.4e-47  159.8   0.0   1.1e-46  159.4   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:12950479..12951288; ID=FBpp0258814; name=Dyak\GE13804-PA; parent=FBgn0231456,FBtr0260322; dbxref=FlyBase:FBpp0258814,FlyBase_Annotation_IDs:GE13804-PA,GB_protein:EDW91405,REFSEQ:XP_002091693,FlyMine:FBpp0258814; MD5=603754ab425462a7d9da98ddaf43277b; length=269; release=r1.3; species=Dyak; 
FBpp0264395          -          CLIPC                -            2.1e-46  158.5   0.1   2.7e-46  158.1   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=2L:join(19511829..19512041,19512104..19512991); ID=FBpp0264395; name=Dyak\GE19385-PA; parent=FBgn0236729,FBtr0265903; dbxref=FlyBase:FBpp0264395,FlyBase_Annotation_IDs:GE19385-PA,GB_protein:EDW89715,REFSEQ:XP_002090003,FlyMine:FBpp0264395; MD5=d5ccde4c4a85d8b645c632039a844438; length=366; release=r1.3; species=Dyak; 
FBpp0263830          -          CLIPC                -            4.8e-46  157.3   0.0   6.3e-46  156.9   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2L:11665631..11666407; ID=FBpp0263830; name=Dyak\GE18820-PA; parent=FBgn0236205,FBtr0265338; dbxref=FlyBase:FBpp0263830,FlyBase_Annotation_IDs:GE18820-PA,GB_protein:EDW88607,REFSEQ:XP_002088895,FlyMine:FBpp0263830; MD5=1c778729b4047e3d28d5e9c804624094; length=258; release=r1.3; species=Dyak; 
FBpp0265711          -          CLIPC                -              1e-45  156.2   1.2   1.2e-45  156.0   1.2   1.1   1   0   0   1   1   1   1 type=protein; loc=3L:complement(3752401..3753399); ID=FBpp0265711; name=Dyak\GE20701-PA; parent=FBgn0238005,FBtr0267219; dbxref=FlyBase:FBpp0265711,FlyBase_Annotation_IDs:GE20701-PA,GB_protein:EDW93237,REFSEQ:XP_002093525,FlyMine:FBpp0265711; MD5=407b576f5273dd7a637ce1bea6c161c6; length=332; release=r1.3; species=Dyak; 
FBpp0258544          -          CLIPC                -            2.4e-45  155.0   0.0     3e-45  154.7   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:9723048..9723818; ID=FBpp0258544; name=Dyak\epsilonTry-PA; parent=FBgn0068547,FBtr0260052; dbxref=FlyBase:FBpp0258544,FlyBase_Annotation_IDs:GE13534-PA,GB_protein:EDW90940,REFSEQ:XP_002091228,FlyMine:FBpp0258544; MD5=665750e84e255f608e5fa4439c5053f2; length=256; release=r1.3; species=Dyak; 
FBpp0255433          -          CLIPC                -            2.5e-45  155.0   0.0   2.9e-45  154.7   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:join(20825113..20825502,20825558..20825929); ID=FBpp0255433; name=Dyak\GE10423-PA; parent=FBgn0228287,FBtr0256941; dbxref=FlyBase:FBpp0255433,FlyBase_Annotation_IDs:GE10423-PA,GB_protein:EDW98243,REFSEQ:XP_002098531,FlyMine:FBpp0255433; MD5=bd914e417de2d61944bdf6b974f46f5e; length=253; release=r1.3; species=Dyak; 
FBpp0265488          -          CLIPC                -            3.4e-45  154.5   0.0   3.4e-45  154.5   0.0   4.0   5   0   0   5   5   2   1 type=protein; loc=3L:complement(7159025..7159442,7159502..7159645,7159712..7159819,7159881..7160172,7160228..7160697,7160760..7161744,7161800..7161913,7161969..7162138,7162202..7163465,7163520..7163853,7163912..7164403,7164464..7165536,7165595..7167388,7167444..7167587,7168047..7168065); ID=FBpp0265488; name=Dyak\GE20478-PA; parent=FBgn0237793,FBtr0266996; dbxref=FlyBase:FBpp0265488,FlyBase_Annotation_IDs:GE20478-PA,GB_protein:EDW93653,REFSEQ:XP_002093941,FlyMine:FBpp0265488; MD5=029207b6028594a52609cca8123cb1b9; length=2606; release=r1.3; species=Dyak; 
FBpp0265413          -          CLIPC                -            3.6e-45  154.4   4.3   4.7e-45  154.0   4.3   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:complement(8137144..8138043); ID=FBpp0265413; name=Dyak\GE20403-PA; parent=FBgn0237719,FBtr0266921; dbxref=FlyBase:FBpp0265413,FlyBase_Annotation_IDs:GE20403-PA,GB_protein:EDW93778,REFSEQ:XP_002094066,FlyMine:FBpp0265413; MD5=f047e54839e11c1d8775228a61488a4f; length=299; release=r1.3; species=Dyak; 
FBpp0258714          -          CLIPC                -            4.4e-45  154.1   0.0   5.2e-45  153.9   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:join(11749886..11750102,11750156..11750198,11750253..11750398,11750452..11750864); ID=FBpp0258714; name=Dyak\GE13704-PA; parent=FBgn0231359,FBtr0260222; dbxref=FlyBase:FBpp0258714,FlyBase_Annotation_IDs:GE13704-PA,GB_protein:EDW91233,REFSEQ:XP_002091521,FlyMine:FBpp0258714; MD5=290143c6b2c1c8f139fc8a2df5fb3a94; length=272; release=r1.3; species=Dyak; 
FBpp0258712          -          CLIPC                -            4.9e-45  154.0   0.8   6.5e-45  153.6   0.8   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:join(11748642..11748867,11748927..11748969,11749028..11749203,11749260..11749708); ID=FBpp0258712; name=Dyak\GE13702-PA; parent=FBgn0231357,FBtr0260220; dbxref=FlyBase:FBpp0258712,FlyBase_Annotation_IDs:GE13702-PA,GB_protein:EDW91232,REFSEQ:XP_002091520,FlyMine:FBpp0258712; MD5=fe6120942ca69fd3487be1bc25cb211d; length=297; release=r1.3; species=Dyak; 
FBpp0266904          -          CLIPC                -            8.6e-45  153.2   0.0   1.1e-44  152.8   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=3L:12240785..12241663; ID=FBpp0266904; name=Dyak\Est-6-PA; parent=FBgn0017654,FBtr0268412; dbxref=FlyBase:FBpp0266904,FlyBase_Annotation_IDs:GE21894-PA,GB_protein:EDW94273,REFSEQ:XP_002094561,FlyMine:FBpp0266904; MD5=18cacc335a81a4367a12c44cb2e91a74; length=292; release=r1.3; species=Dyak; 
FBpp0258548          -          CLIPC                -            1.1e-44  152.8   0.0   1.4e-44  152.5   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:9729034..9729876; ID=FBpp0258548; name=Dyak\GE13538-PA; parent=FBgn0231201,FBtr0260056; dbxref=FlyBase:FBpp0258548,FlyBase_Annotation_IDs:GE13538-PA,GB_protein:EDW90944,REFSEQ:XP_002091232,FlyMine:FBpp0258548; MD5=bf84a974f18456318171010d78354f81; length=280; release=r1.3; species=Dyak; 
FBpp0258030          -          CLIPC                -            1.6e-44  152.3   0.0     2e-44  152.0   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:1916917..1917708; ID=FBpp0258030; name=Dyak\kappaTry-PA; parent=FBgn0068546,FBtr0259538; dbxref=FlyBase:FBpp0258030,FlyBase_Annotation_IDs:GE13020-PA,GB_protein:EDW89995,REFSEQ:XP_002090283,FlyMine:FBpp0258030; MD5=81dc6094f2f201490f0f905bb70a0fc1; length=263; release=r1.3; species=Dyak; 
FBpp0261701          -          CLIPC                -            1.8e-44  152.2   0.0   2.3e-44  151.8   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=X:join(1271372..1271628,1271685..1271976,1272050..1272400); ID=FBpp0261701; name=Dyak\GE16691-PA; parent=FBgn0234188,FBtr0263209; dbxref=FlyBase:FBpp0261701,FlyBase_Annotation_IDs:GE16691-PA,GB_protein:EDX00906,REFSEQ:XP_002099798,FlyMine:FBpp0261701; MD5=14b0d372b580a06c1350dfc899c1d252; length=299; release=r1.3; species=Dyak; 
FBpp0265524          -          CLIPC                -            2.3e-44  151.8   0.0   2.9e-44  151.5   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:complement(6636408..6636721,6637170..6637268,6637329..6637788); ID=FBpp0265524; name=Dyak\GE20514-PA; parent=FBgn0068507,FBtr0267032; dbxref=FlyBase:FBpp0265524,FlyBase_Annotation_IDs:GE20514-PA,GB_protein:EDW93586,REFSEQ:XP_002093874,FlyMine:FBpp0265524; MD5=32d7b4ae57dc33c24c29ed875fcdbb17; length=290; release=r1.3; species=Dyak; 
FBpp0258546          -          CLIPC                -            2.9e-44  151.5   0.7   3.7e-44  151.1   0.7   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:9726354..9727142; ID=FBpp0258546; name=Dyak\GE13536-PA; parent=FBgn0231199,FBtr0260054; dbxref=FlyBase:FBpp0258546,FlyBase_Annotation_IDs:GE13536-PA,GB_protein:EDW90942,REFSEQ:XP_002091230,FlyMine:FBpp0258546; MD5=ac120b8d70e41544171ef75a6a8a140d; length=262; release=r1.3; species=Dyak; 
FBpp0258547          -          CLIPC                -              3e-44  151.4   0.1   3.9e-44  151.0   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:9727705..9728493; ID=FBpp0258547; name=Dyak\GE13537-PA; parent=FBgn0231200,FBtr0260055; dbxref=FlyBase:FBpp0258547,FlyBase_Annotation_IDs:GE13537-PA,GB_protein:EDW90943,REFSEQ:XP_002091231,FlyMine:FBpp0258547; MD5=281b7fd99183940105fc35df945c0f72; length=262; release=r1.3; species=Dyak; 
FBpp0262576          -          CLIPC                -            3.3e-44  151.3   0.1   4.3e-44  150.9   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=X:join(14697547..14697818,14697888..14698173,14698267..14698677); ID=FBpp0262576; name=Dyak\GE17566-PA; parent=FBgn0235023,FBtr0264084; dbxref=FlyBase:FBpp0262576,FlyBase_Annotation_IDs:GE17566-PA,GB_protein:EDX02439,REFSEQ:XP_002101331,FlyMine:FBpp0262576; MD5=6ad429fa2981a9a0b795ce5a5dec3725; length=322; release=r1.3; species=Dyak; 
FBpp0255060          -          CLIPC                -            6.4e-44  150.3   0.0     8e-44  150.0   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=3R:join(16396256..16396468,16396921..16397086,16397201..16397912,16397979..16398402); ID=FBpp0255060; name=Dyak\GE10050-PA; parent=FBgn0227932,FBtr0256568; dbxref=FlyBase:FBpp0255060,FlyBase_Annotation_IDs:GE10050-PA,GB_protein:EDW97610,REFSEQ:XP_002097898,FlyMine:FBpp0255060; MD5=aef709ed5ad82aeef7895b4367920ef5; length=504; release=r1.3; species=Dyak; 
FBpp0265412          -          CLIPC                -            6.8e-44  150.2   0.1   7.9e-44  150.0   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:complement(8138473..8139384); ID=FBpp0265412; name=Dyak\GE20402-PA; parent=FBgn0237718,FBtr0266920; dbxref=FlyBase:FBpp0265412,FlyBase_Annotation_IDs:GE20402-PA,GB_protein:EDW93779,REFSEQ:XP_002094067,FlyMine:FBpp0265412; MD5=806253db8e2146bf7a92e0dd318dc6d9; length=303; release=r1.3; species=Dyak; 
FBpp0270944          -          CLIPC                -              9e-44  149.8   0.0   1.2e-43  149.4   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=3R:9132318..9133526; ID=FBpp0270944; name=Dyak\GE25934-PA; parent=FBgn0242983,FBtr0272452; dbxref=FlyBase:FBpp0270944,FlyBase_Annotation_IDs:GE25934-PA,GB_protein:EDW96622,REFSEQ:XP_002096910,FlyMine:FBpp0270944; MD5=c04d4122aba2e5bbd1b2d22986702ae5; length=402; release=r1.3; species=Dyak; 
FBpp0267149          -          CLIPC                -            1.1e-43  149.6   0.2   1.3e-43  149.3   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:join(16521339..16521565,16521637..16522192); ID=FBpp0267149; name=Dyak\GE22139-PA; parent=FBgn0239368,FBtr0268657; dbxref=FlyBase:FBpp0267149,FlyBase_Annotation_IDs:GE22139-PA,GB_protein:EDW94705,REFSEQ:XP_002094993,FlyMine:FBpp0267149; MD5=e46e865ff0e57693cb90421c5f444f82; length=260; release=r1.3; species=Dyak; 
FBpp0267150          -          CLIPC                -            1.1e-43  149.5   0.2   1.4e-43  149.2   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:join(16526012..16526238,16526310..16526865); ID=FBpp0267150; name=Dyak\GE22140-PA; parent=FBgn0239369,FBtr0268658; dbxref=FlyBase:FBpp0267150,FlyBase_Annotation_IDs:GE22140-PA,GB_protein:EDW94706,REFSEQ:XP_002094994,FlyMine:FBpp0267150; MD5=7d55092eeb9e0959b3a41944e8f69ee6; length=260; release=r1.3; species=Dyak; 
FBpp0266110          -          CLIPC                -            1.1e-43  149.5   0.0   1.9e-43  148.8   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=2L:complement(19658479..19659786,19659877..19660089); ID=FBpp0266110; name=Dyak\GE21100-PA; parent=FBgn0238379,FBtr0267618; dbxref=FlyBase:FBpp0266110,FlyBase_Annotation_IDs:GE21100-PA,GB_protein:EDW89728,REFSEQ:XP_002090016,FlyMine:FBpp0266110; MD5=1ec7d18ae56825ae35766eef9b93279b; length=506; release=r1.3; species=Dyak; 
FBpp0266537          -          CLIPC                -            1.3e-43  149.3   0.0   1.5e-43  149.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:6613414..6614373; ID=FBpp0266537; name=Dyak\GE21527-PA; parent=FBgn0238783,FBtr0268045; dbxref=FlyBase:FBpp0266537,FlyBase_Annotation_IDs:GE21527-PA,GB_protein:EDW93579,REFSEQ:XP_002093867,FlyMine:FBpp0266537; MD5=169b4b85180e96902bf22fd34108bd7e; length=319; release=r1.3; species=Dyak; 
FBpp0269836          -          CLIPC                -            1.6e-43  149.0   0.1   2.1e-43  148.6   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=3R:complement(8658519..8659107,8659168..8659424,8659481..8659683,8659745..8659913); ID=FBpp0269836; name=Dyak\GE24826-PA; parent=FBgn0241927,FBtr0271344; dbxref=FlyBase:FBpp0269836,FlyBase_Annotation_IDs:GE24826-PA,GB_protein:EDW96568,REFSEQ:XP_002096856,FlyMine:FBpp0269836; MD5=f31357197d4a8ab590ae1785b6d9c7e3; length=405; release=r1.3; species=Dyak; 
FBpp0266538          -          CLIPC                -            2.3e-43  148.5   0.7   2.8e-43  148.2   0.7   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:join(6615555..6615811,6615889..6616453); ID=FBpp0266538; name=Dyak\GE21528-PA; parent=FBgn0068275,FBtr0268046; dbxref=FlyBase:FBpp0266538,FlyBase_Annotation_IDs:GE21528-PA,GB_protein:EDW93580,REFSEQ:XP_002093868,FlyMine:FBpp0266538; MD5=953bc726c797079f133a35c93309ebc0; length=273; release=r1.3; species=Dyak; 
FBpp0258717          -          CLIPC                -            3.1e-43  148.1   0.1     4e-43  147.7   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:join(11753669..11753870,11753926..11753971,11754025..11754203,11754265..11754665); ID=FBpp0258717; name=Dyak\GE13707-PA; parent=FBgn0231362,FBtr0260225; dbxref=FlyBase:FBpp0258717,FlyBase_Annotation_IDs:GE13707-PA,GB_protein:EDW91236,REFSEQ:XP_002091524,FlyMine:FBpp0258717; MD5=abf09ca38806b70942c120969d6540db; length=275; release=r1.3; species=Dyak; 
FBpp0255056          -          CLIPC                -            3.1e-43  148.1   0.0   4.2e-43  147.6   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=3R:join(16389494..16389691,16389764..16389929,16390040..16390808,16391038..16391446); ID=FBpp0255056; name=Dyak\GE10046-PA; parent=FBgn0227929,FBtr0256564; dbxref=FlyBase:FBpp0255056,FlyBase_Annotation_IDs:GE10046-PA,GB_protein:EDW97607,REFSEQ:XP_002097895,FlyMine:FBpp0255056; MD5=d8cf2de5937b6285ac450ae0e4c2f084; length=513; release=r1.3; species=Dyak; 
FBpp0262575          -          CLIPC                -            4.1e-43  147.7   1.7   5.9e-43  147.2   1.7   1.2   1   0   0   1   1   1   1 type=protein; loc=X:join(14695487..14695559,14696305..14696500,14696573..14696852,14696911..14697297); ID=FBpp0262575; name=Dyak\GE17565-PA; parent=FBgn0235022,FBtr0264083; dbxref=FlyBase:FBpp0262575,FlyBase_Annotation_IDs:GE17565-PA,GB_protein:EDX02438,REFSEQ:XP_002101330,FlyMine:FBpp0262575; MD5=6b9e842870260d57b73891ef3696b9f3; length=311; release=r1.3; species=Dyak; 
FBpp0256821          -          CLIPC                -            7.1e-43  146.9   0.0     1e-42  146.3   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=2R:complement(16420839..16421657,16422160..16422306,16422361..16422465,16422526..16423041,16423095..16423190); ID=FBpp0256821; name=Dyak\GE11811-PA; parent=FBgn0229601,FBtr0258329; dbxref=FlyBase:FBpp0256821,FlyBase_Annotation_IDs:GE11811-PA,GB_protein:EDW91889,REFSEQ:XP_002092177,FlyMine:FBpp0256821; MD5=cdc4d27e76d88c24938766e7d63a120e; length=560; release=r1.3; species=Dyak; 
FBpp0266536          -          CLIPC                -            8.4e-43  146.6   0.2   1.1e-42  146.3   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:join(6611358..6611617,6611675..6612233); ID=FBpp0266536; name=Dyak\yip7-PA; parent=FBgn0067915,FBtr0268044; dbxref=FlyBase:FBpp0266536,FlyBase_Annotation_IDs:GE21526-PA,GB_protein:EDW93578,REFSEQ:XP_002093866,FlyMine:FBpp0266536; MD5=484ee93453167cd799358aa72c413e9e; length=272; release=r1.3; species=Dyak; 
FBpp0270229          -          CLIPC                -            8.7e-43  146.6   0.2     1e-42  146.4   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:complement(2730749..2731753); ID=FBpp0270229; name=Dyak\GE25219-PA; parent=FBgn0242303,FBtr0271737; dbxref=FlyBase:FBpp0270229,FlyBase_Annotation_IDs:GE25219-PA,GB_protein:EDW95881,REFSEQ:XP_002096169,FlyMine:FBpp0270229; MD5=71c112a9599acf58a4d341effdc893b0; length=334; release=r1.3; species=Dyak; 
FBpp0265414          -          CLIPC                -            1.1e-42  146.3   0.0   1.4e-42  145.9   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:complement(8135952..8136704); ID=FBpp0265414; name=Dyak\GE20404-PA; parent=FBgn0237720,FBtr0266922; dbxref=FlyBase:FBpp0265414,FlyBase_Annotation_IDs:GE20404-PA,GB_protein:EDW93777,REFSEQ:XP_002094065,FlyMine:FBpp0265414; MD5=fc89f21981476190e81d3fa273ab4e9e; length=250; release=r1.3; species=Dyak; 
FBpp0257364          -          CLIPC                -            1.5e-42  145.8   2.7   1.8e-42  145.5   2.7   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:complement(9718162..9718932); ID=FBpp0257364; name=Dyak\GE12354-PA; parent=FBgn0230102,FBtr0258872; dbxref=FlyBase:FBpp0257364,FlyBase_Annotation_IDs:GE12354-PA,GB_protein:EDW90937,REFSEQ:XP_002091225,FlyMine:FBpp0257364; MD5=6a4fca92d02ac6acc33810a8a96e6922; length=256; release=r1.3; species=Dyak; 
FBpp0258543          -          CLIPC                -            1.5e-42  145.8   2.7   1.8e-42  145.5   2.7   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:9720110..9720880; ID=FBpp0258543; name=Dyak\GE13533-PA; parent=FBgn0231198,FBtr0260051; dbxref=FlyBase:FBpp0258543,FlyBase_Annotation_IDs:GE13533-PA,GB_protein:EDW90938,REFSEQ:XP_002091226; MD5=6a4fca92d02ac6acc33810a8a96e6922; length=256; release=r1.3; species=Dyak; 
