id	class	strata	Muscidae	Calyptratae	Schizophora	Cyclorrhapha	Diptera	Endopterygota	Insecta	Arthropoda	Ecdysozoa	Protostomia	Bilateria	Metazoa	Opisthokont
XP_005177888.1	known	Metazoa	1	1	1	0	5	2	1	3	7	4	9	1	0
XP_005186774.1	known	Ecdysozoa	1	0	8	0	0	1	0	0	1	0	0	0	0
XP_005183035.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005189188.1	known	Schizophora	1	1	4	0	0	0	0	0	0	0	0	0	0
XP_005179958.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	4	2
XP_005184109.1	known	Metazoa	1	1	9	0	4	15	3	0	0	2	0	1	0
XP_005179501.1	known	Bilateria	1	1	9	1	4	17	1	4	7	4	10	0	0
XP_005176404.1	known	Endopterygota	1	1	8	1	1	13	0	0	0	0	0	0	0
XP_005185032.1	known	Opisthokont	1	1	3	0	5	16	3	5	10	5	11	4	1
XP_005188664.1	known	Metazoa	1	1	9	0	2	8	2	0	0	3	11	1	0
XP_005189116.1	known	Bilateria	1	1	9	1	5	10	2	3	1	1	1	0	0
XP_005181228.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005177578.1	known	Bilateria	1	1	9	0	4	1	1	0	0	0	2	0	0
XP_005176964.1	known	Insecta	1	1	9	0	5	4	1	0	0	0	0	0	0
XP_005189655.1	known	Metazoa	1	1	9	0	4	13	2	1	1	2	7	3	0
XP_005177219.1	known	Metazoa	1	1	9	0	5	17	3	5	9	5	11	4	0
XP_005185814.1	known	Arthropoda	1	1	2	1	4	11	0	1	0	0	0	0	0
XP_005175147.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005182987.1	known	Ecdysozoa	1	0	7	0	1	11	2	4	2	0	0	0	0
XP_005184035.1	known	Metazoa	1	1	9	0	4	13	0	1	1	1	7	2	0
XP_005190457.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005190198.1	known	Diptera	1	1	9	1	2	0	0	0	0	0	0	0	0
XP_005175908.1	known	Schizophora	1	1	1	0	0	0	0	0	0	0	0	0	0
XP_005179207.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	4	4
XP_005180653.1	known	Bilateria	1	1	9	1	3	11	2	1	0	1	2	0	0
XP_005184039.1	known	Opisthokont	1	1	9	0	5	16	3	4	10	5	11	2	4
XP_005188468.1	known	Schizophora	1	0	9	0	0	0	0	0	0	0	0	0	0
XP_005188210.1	known	Insecta	1	1	9	1	5	5	1	0	0	0	0	0	0
XP_005185671.1	known	Arthropoda	1	1	9	1	5	17	3	4	0	0	0	0	0
XP_005184553.1	known	Opisthokont	1	0	0	0	2	16	3	4	3	4	11	4	3
XP_005186065.1	known	Insecta	1	0	9	0	2	3	1	0	0	0	0	0	0
XP_005181751.1	known	Metazoa	1	1	9	1	5	17	3	5	1	4	11	3	0
XP_005179604.1	known	Opisthokont	1	1	9	0	5	13	3	4	10	5	11	4	4
XP_005180491.1	known	Calyptratae	1	1	0	0	0	0	0	0	0	0	0	0	0
XP_005189847.1	known	Opisthokont	1	1	9	0	5	17	3	3	9	4	10	3	2
XP_005190218.1	known	Arthropoda	1	1	9	1	5	17	3	5	0	0	0	0	0
XP_005191093.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	4	4
XP_005176018.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005187114.1	known	Endopterygota	1	0	9	0	4	2	0	0	0	0	0	0	0
XP_005189890.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	5	11	2	2
XP_005177358.1	known	Endopterygota	1	1	9	0	0	17	0	0	0	0	0	0	0
XP_005190621.1	known	Bilateria	1	1	8	1	0	0	1	0	0	0	1	0	0
XP_005179483.1	known	Metazoa	1	1	9	1	3	14	3	3	5	5	11	3	0
XP_005180007.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	4	4
XP_005191968.1	known	Bilateria	1	1	7	0	5	16	3	3	4	3	10	0	0
XP_005188009.1	known	Schizophora	1	0	6	0	0	0	0	0	0	0	0	0	0
XP_005190300.1	known	Metazoa	1	1	9	1	5	17	3	5	10	5	11	4	0
XP_005191525.1	known	Metazoa	1	1	9	1	5	17	3	4	10	5	9	4	0
XP_005189748.1	known	Endopterygota	1	1	9	1	5	10	0	0	0	0	0	0	0
XP_005176235.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005179887.1	known	Schizophora	1	1	9	0	0	0	0	0	0	0	0	0	0
XP_005187857.1	known	Opisthokont	1	1	9	1	5	16	3	5	9	5	11	4	4
XP_005178475.1	known	Schizophora	1	1	8	0	0	0	0	0	0	0	0	0	0
XP_005185482.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005181095.1	known	Diptera	1	1	8	0	5	0	0	0	0	0	0	0	0
XP_005174996.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005175984.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005175392.1	known	Opisthokont	1	1	9	0	5	16	3	5	10	5	11	4	4
XP_005189766.1	known	Schizophora	1	1	2	0	0	0	0	0	0	0	0	0	0
XP_005179088.1	known	Metazoa	1	1	9	0	5	14	2	3	0	1	11	2	0
XP_005179725.1	known	Diptera	1	1	9	1	2	0	0	0	0	0	0	0	0
XP_005176609.1	known	Cyclorrhapha	1	1	7	1	0	0	0	0	0	0	0	0	0
XP_005189254.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	4	11	4	1
XP_005191935.1	known	Opisthokont	1	1	9	1	4	17	3	5	10	5	11	4	1
XP_005175562.1	known	Arthropoda	1	1	9	1	4	15	3	1	0	0	0	0	0
XP_005183762.1	known	Metazoa	1	1	9	1	3	16	3	4	7	4	11	3	0
XP_005176905.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005176333.1	known	Opisthokont	1	1	9	0	5	17	3	5	9	3	11	3	4
XP_005187920.1	known	Endopterygota	1	1	8	0	4	5	0	0	0	0	0	0	0
XP_005188990.1	known	Insecta	1	1	5	0	2	6	2	0	0	0	0	0	0
XP_005191359.1	known	Metazoa	1	1	9	0	4	17	3	5	8	4	11	3	0
XP_005180920.1	known	Metazoa	1	1	9	1	5	17	3	5	10	5	11	4	0
XP_005190270.1	known	Opisthokont	1	1	9	1	5	16	3	5	10	5	11	4	4
XP_005179935.1	known	Opisthokont	1	1	9	1	5	17	3	2	10	4	10	4	3
XP_005180711.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005182037.1	known	Metazoa	1	1	9	1	0	17	3	5	9	5	10	2	0
XP_005183164.1	known	Metazoa	1	1	9	0	5	11	1	4	0	1	10	1	0
XP_005184904.1	known	Bilateria	1	1	9	1	5	17	2	5	0	1	9	0	0
XP_005175506.1	known	Cyclorrhapha	1	1	9	1	0	0	0	0	0	0	0	0	0
XP_005188207.1	known	Opisthokont	1	1	9	1	5	17	3	4	10	5	11	4	4
XP_005187425.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005190275.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005180457.1	known	Schizophora	1	0	1	0	0	0	0	0	0	0	0	0	0
XP_005187967.1	known	Bilateria	1	1	9	0	5	17	3	4	0	0	1	0	0
XP_005176496.1	known	Schizophora	1	1	8	0	0	0	0	0	0	0	0	0	0
XP_005183874.1	known	Endopterygota	1	1	5	1	4	1	0	0	0	0	0	0	0
XP_005190361.1	known	Calyptratae	1	1	0	0	0	0	0	0	0	0	0	0	0
XP_005187974.1	known	Opisthokont	1	1	4	0	0	0	0	0	0	0	0	0	1
XP_005177081.1	known	Opisthokont	1	1	9	1	5	17	3	4	9	5	11	4	4
XP_005181682.1	known	Metazoa	1	1	9	1	5	17	3	5	1	3	11	3	0
XP_005181073.1	known	Schizophora	1	1	9	0	0	0	0	0	0	0	0	0	0
XP_005180393.1	known	Diptera	1	1	9	1	5	0	0	0	0	0	0	0	0
PASA1_model_52.1	novel	Metazoa	1	1	9	0	5	10	2	3	6	3	5	3	0
XP_005184092.1	known	Opisthokont	1	1	8	0	4	14	3	3	1	3	11	3	1
XP_005179945.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	3	1
XP_005177048.1	known	Opisthokont	1	1	9	0	5	16	3	5	5	3	10	3	1
XP_005180318.1	known	Endopterygota	1	1	9	0	0	1	0	0	0	0	0	0	0
XP_005188614.1	known	Metazoa	1	1	9	0	5	17	3	4	8	4	10	4	0
XP_005181245.1	known	Metazoa	1	1	9	0	4	16	3	4	9	5	11	3	0
XP_005190036.1	known	Opisthokont	1	1	3	0	3	14	2	5	9	4	10	3	2
XP_005182705.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005189708.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	5	11	3	1
XP_005175103.1	known	Schizophora	1	1	8	0	0	0	0	0	0	0	0	0	0
XP_005183097.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	5	11	4	4
XP_005181797.1	known	Opisthokont	1	1	9	1	4	17	3	5	10	5	11	4	4
XP_005182585.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	4	3
XP_005177841.1	known	Metazoa	1	1	9	1	5	17	3	5	10	5	11	4	0
XP_005175233.1	known	Metazoa	1	1	9	0	5	15	3	5	3	3	11	3	0
XP_005176310.1	known	Metazoa	1	1	9	1	5	17	3	2	8	3	10	3	0
XP_005186668.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	5	11	4	4
XP_005175244.1	known	Diptera	1	1	7	0	1	0	0	0	0	0	0	0	0
XP_005191461.1	known	Arthropoda	1	1	9	1	5	13	3	5	0	0	0	0	0
XP_005181889.1	known	Diptera	1	0	8	0	1	0	0	0	0	0	0	0	0
XP_005180808.1	known	Diptera	1	0	9	0	2	0	0	0	0	0	0	0	0
XP_005191083.1	known	Opisthokont	1	1	9	0	5	15	3	5	9	5	11	4	3
XP_005184679.1	known	Endopterygota	1	0	5	0	0	2	0	0	0	0	0	0	0
XP_005174957.1	known	Protostomia	1	1	9	0	5	13	0	0	0	1	0	0	0
XP_005180879.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005189330.1	known	Metazoa	1	1	9	1	5	17	3	5	0	2	1	1	0
XP_005191899.1	known	Endopterygota	1	1	9	0	4	3	0	0	0	0	0	0	0
XP_005179633.1	known	Bilateria	1	1	9	1	4	13	1	0	0	1	4	0	0
XP_005189238.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005183734.1	known	Endopterygota	1	1	9	0	5	16	0	0	0	0	0	0	0
XP_005177518.1	known	Metazoa	1	1	9	0	3	16	3	3	4	2	8	3	0
XP_005175243.1	known	Diptera	1	1	8	0	1	0	0	0	0	0	0	0	0
XP_005181596.1	known	Schizophora	1	0	2	0	0	0	0	0	0	0	0	0	0
XP_005179149.1	known	Schizophora	1	1	2	0	0	0	0	0	0	0	0	0	0
XP_005179048.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005185877.1	known	Opisthokont	1	1	9	1	4	17	3	4	8	5	11	4	2
PASA1_model_43	novel	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005189406.1	known	Opisthokont	1	1	9	0	4	15	3	5	10	4	11	4	1
XP_005184931.1	known	Opisthokont	1	1	9	0	5	16	3	4	9	5	11	4	4
XP_005187020.1	known	Opisthokont	1	1	9	1	5	17	3	4	1	3	8	2	1
XP_005175724.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	4	11	4	2
XP_005183935.1	known	Opisthokont	1	1	9	0	5	15	2	5	8	4	9	3	2
XP_005188518.1	known	Opisthokont	1	1	9	0	5	16	3	2	10	3	5	4	4
XP_005189151.1	known	Opisthokont	1	0	7	0	2	13	2	2	6	3	6	2	2
XP_005186360.1	known	Metazoa	1	1	9	1	5	17	3	0	9	3	10	2	0
XP_005192198.1	known	Bilateria	1	0	7	0	5	15	3	3	0	3	9	0	0
XP_005182564.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005185172.1	known	Metazoa	1	1	9	1	5	17	3	4	8	5	10	3	0
XP_005186590.1	known	Metazoa	1	1	9	0	3	16	2	3	0	4	9	1	0
XP_005181764.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005186079.1	known	Metazoa	1	1	9	1	5	17	3	4	10	5	1	2	0
XP_005175788.1	known	Opisthokont	1	1	9	1	4	16	3	5	9	5	11	3	4
XP_005181307.1	known	Opisthokont	1	1	9	0	5	17	3	5	5	4	10	4	1
XP_005185959.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	1
XP_005180284.1	known	Metazoa	1	1	9	0	5	15	1	2	6	4	10	1	0
XP_005187222.1	known	Opisthokont	1	1	9	0	5	17	3	5	9	5	11	3	3
XP_005175150.1	known	Opisthokont	1	1	9	0	5	17	3	5	8	5	10	4	3
XP_005178758.1	known	Metazoa	1	1	9	1	5	16	3	4	10	4	11	4	0
XP_005183486.1	known	Opisthokont	1	1	9	0	5	13	3	5	10	5	10	4	4
XP_005189877.1	known	Metazoa	1	1	9	1	5	17	3	5	1	4	11	3	0
XP_005188236.1	known	Opisthokont	1	1	9	1	5	16	3	5	10	5	11	4	4
XP_005175324.1	known	Arthropoda	1	1	9	0	5	15	3	4	0	0	0	0	0
XP_005191368.1	known	Schizophora	1	0	9	0	0	0	0	0	0	0	0	0	0
XP_005175410.1	known	Metazoa	1	1	9	1	5	17	3	5	7	4	11	2	0
XP_005189434.1	known	Metazoa	1	1	9	1	5	17	3	5	10	5	11	4	0
XP_005181195.1	known	Metazoa	1	1	9	0	4	7	2	2	3	0	0	1	0
XP_005191398.1	known	Metazoa	1	1	9	1	5	17	3	5	7	4	11	2	0
XP_005183576.1	known	Opisthokont	1	1	9	1	5	17	3	5	4	5	11	4	4
XP_005175533.1	known	Metazoa	1	1	9	1	5	14	2	5	7	5	10	1	0
XP_005185789.1	known	Ecdysozoa	1	1	9	0	4	15	2	3	7	0	0	0	0
XP_005177675.1	known	Bilateria	1	1	9	1	5	17	2	3	1	3	4	0	0
XP_005175484.1	known	Opisthokont	1	1	9	1	5	17	3	5	1	5	11	4	2
XP_005181023.1	known	Opisthokont	1	1	9	1	4	16	3	5	8	5	11	3	3
XP_005187000.1	known	Opisthokont	1	1	9	1	5	16	3	5	10	5	11	4	4
XP_005186895.1	known	Bilateria	1	1	9	1	5	17	3	5	8	3	9	0	0
XP_005175751.1	known	Bilateria	1	1	9	0	3	12	2	0	0	1	9	0	0
XP_005188825.1	known	Metazoa	1	1	9	0	5	15	3	5	0	4	11	1	0
XP_005181576.1	known	Bilateria	1	0	0	0	1	0	0	1	1	1	1	0	0
XP_005180354.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	5	11	4	4
XP_005180947.1	known	Metazoa	1	1	9	1	4	14	3	5	10	5	9	4	0
XP_005185799.1	known	Metazoa	1	1	9	1	5	16	3	5	10	5	11	1	0
XP_005185602.1	known	Opisthokont	1	1	9	0	5	16	3	4	9	5	10	4	2
XP_005184283.1	known	Schizophora	1	1	7	0	0	0	0	0	0	0	0	0	0
XP_005178270.1	known	Diptera	1	1	9	0	1	0	0	0	0	0	0	0	0
XP_005183537.1	known	Opisthokont	1	1	9	1	5	2	3	2	7	4	11	2	1
XP_005182574.1	known	Metazoa	1	1	3	0	5	3	0	1	2	1	0	1	0
XP_005184757.1	known	Metazoa	1	1	9	0	5	8	2	3	0	2	2	2	0
XP_005178867.1	known	Bilateria	1	1	9	0	5	17	3	3	1	1	6	0	0
XP_005179054.1	known	Schizophora	1	1	9	0	0	0	0	0	0	0	0	0	0
XP_005181130.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	3	1
XP_005175678.1	known	Opisthokont	1	1	9	0	5	16	1	1	7	0	6	0	2
XP_005180367.1	known	Metazoa	1	1	9	1	5	17	3	3	0	0	0	1	0
XP_005190009.1	known	Insecta	1	1	9	1	5	12	2	0	0	0	0	0	0
XP_005175373.1	known	Opisthokont	1	1	9	0	5	15	3	4	10	5	8	4	4
XP_005189473.1	known	Metazoa	1	1	5	0	3	3	0	0	0	1	0	1	0
XP_005190359.1	known	Calyptratae	1	1	0	0	0	0	0	0	0	0	0	0	0
XP_005183258.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005177209.1	known	Arthropoda	1	1	9	0	5	0	0	1	0	0	0	0	0
XP_005176473.1	known	Metazoa	1	1	9	0	5	16	3	3	0	2	10	2	0
XP_005176006.1	known	Metazoa	1	1	9	1	5	17	2	5	8	3	8	3	0
XP_005174931.1	known	Opisthokont	1	1	9	1	5	17	3	3	0	1	8	0	1
XP_005185718.1	known	Metazoa	1	1	9	1	4	17	3	5	8	4	11	3	0
XP_005182475.1	known	Bilateria	1	1	9	1	5	17	3	5	10	3	10	0	0
XP_005183054.1	known	Metazoa	1	1	9	1	5	17	3	5	10	4	11	2	0
XP_005182874.1	known	Endopterygota	1	1	9	0	3	4	0	0	0	0	0	0	0
XP_005183914.1	known	Opisthokont	1	1	9	0	4	17	3	3	2	3	7	4	4
XP_005175563.1	known	Schizophora	1	1	2	0	0	0	0	0	0	0	0	0	0
XP_005179303.1	known	Bilateria	1	1	8	0	5	17	3	0	0	0	1	0	0
XP_005190743.1	known	Endopterygota	1	0	7	1	4	1	0	0	0	0	0	0	0
XP_005177986.1	known	Opisthokont	1	1	9	1	4	17	3	5	10	5	11	4	4
XP_005183480.1	known	Protostomia	1	1	6	0	2	1	1	1	0	1	0	0	0
PASA1_model_25	novel	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005184404.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	4	11	4	3
XP_005180532.1	known	Schizophora	1	0	9	0	0	0	0	0	0	0	0	0	0
XP_005190324.1	known	Metazoa	1	1	9	1	5	17	2	0	0	2	3	1	0
XP_005178921.1	known	Bilateria	1	1	9	1	5	15	3	1	1	0	8	0	0
XP_005181369.1	known	Diptera	1	1	9	0	2	0	0	0	0	0	0	0	0
XP_005188095.1	known	Schizophora	1	0	1	0	0	0	0	0	0	0	0	0	0
XP_005185463.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005183399.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005187239.1	known	Opisthokont	1	1	9	1	5	16	3	5	10	5	11	4	3
XP_005190643.1	known	Metazoa	1	1	9	1	5	17	3	5	4	5	11	4	0
XP_005175356.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005183738.1	known	Opisthokont	1	1	7	0	5	16	3	4	10	5	10	4	1
XP_005191517.1	known	Opisthokont	1	1	7	0	3	9	1	0	0	3	5	1	1
XP_005187981.1	known	Metazoa	1	1	9	0	5	15	3	4	9	4	11	4	0
XP_005181447.1	known	Endopterygota	1	0	0	0	1	1	0	0	0	0	0	0	0
XP_005190342.1	known	Schizophora	1	1	9	0	0	0	0	0	0	0	0	0	0
XP_005181924.1	known	Metazoa	1	1	9	0	5	17	2	5	9	5	11	3	0
XP_005187753.1	known	Metazoa	1	1	9	1	5	17	2	1	5	3	0	2	0
XP_005184251.1	known	Metazoa	1	1	9	1	5	17	3	0	2	0	0	1	0
XP_005182452.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005182850.1	known	Endopterygota	1	1	9	0	0	4	0	0	0	0	0	0	0
XP_005184806.1	known	Metazoa	1	1	9	1	5	17	3	4	0	0	0	1	0
XP_005176966.1	known	Diptera	1	1	9	0	1	0	0	0	0	0	0	0	0
XP_005191403.1	known	Opisthokont	1	1	9	0	3	12	3	4	7	3	10	2	1
XP_005185307.1	known	Schizophora	1	0	8	0	0	0	0	0	0	0	0	0	0
XP_005176084.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005183862.1	known	Metazoa	1	0	1	0	0	1	1	1	2	1	2	1	0
XP_005189327.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005182743.1	known	Opisthokont	1	1	9	0	5	17	3	1	4	3	11	3	1
XP_005187756.1	known	Metazoa	1	1	9	0	5	15	3	4	8	3	11	1	0
XP_005190989.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005183533.1	known	Endopterygota	1	1	9	0	5	8	0	0	0	0	0	0	0
XP_005191963.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	4	11	4	4
XP_005178042.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005191708.1	known	Insecta	1	1	7	0	5	15	1	0	0	0	0	0	0
XP_005187389.1	known	Opisthokont	1	0	9	0	5	16	3	5	9	5	11	4	4
XP_005182127.1	known	Diptera	1	1	9	0	4	0	0	0	0	0	0	0	0
XP_005176239.1	known	Opisthokont	1	0	9	1	5	17	3	5	10	5	11	4	4
XP_005191197.1	known	Metazoa	1	1	9	0	5	17	3	5	4	4	10	4	0
XP_005184164.1	known	Metazoa	1	1	9	0	5	15	2	5	5	5	10	2	0
XP_005185848.1	known	Schizophora	1	0	1	0	0	0	0	0	0	0	0	0	0
XP_005175870.1	known	Metazoa	1	1	9	1	5	17	3	5	10	5	11	4	0
XP_005191098.1	known	Metazoa	1	1	9	1	5	17	3	3	8	3	10	3	0
XP_005182528.1	known	Schizophora	1	0	1	0	0	0	0	0	0	0	0	0	0
XP_005180903.1	known	Bilateria	1	1	9	0	5	17	3	5	0	2	10	0	0
XP_005181162.1	known	Bilateria	1	1	7	0	5	12	0	1	0	3	7	0	0
XP_005181421.1	known	Bilateria	1	1	9	0	5	14	3	2	0	0	1	0	0
XP_005185779.1	known	Protostomia	1	0	1	0	1	0	0	0	0	1	0	0	0
XP_005183624.1	known	Opisthokont	1	1	3	1	4	16	2	5	10	4	10	4	3
XP_005175757.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005179964.1	known	Schizophora	1	1	1	0	0	0	0	0	0	0	0	0	0
XP_005187089.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	1	1
XP_005184734.1	known	Bilateria	1	1	9	0	4	4	1	1	0	1	4	0	0
XP_005176206.1	known	Opisthokont	1	1	9	1	5	17	3	5	8	4	11	4	1
XP_005189347.1	known	Opisthokont	1	1	9	0	4	16	3	4	10	4	11	4	4
XP_005177920.1	known	Opisthokont	1	1	9	1	5	15	2	2	8	4	9	4	1
XP_005177000.1	known	Schizophora	1	0	1	0	0	0	0	0	0	0	0	0	0
XP_005191859.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	5	11	4	1
XP_005177060.1	known	Diptera	1	1	7	0	1	0	0	0	0	0	0	0	0
XP_005176862.1	known	Opisthokont	1	1	9	1	5	17	3	5	8	5	11	4	4
XP_005175274.1	known	Metazoa	1	0	1	0	0	1	0	0	1	0	0	1	0
XP_005181466.1	known	Bilateria	1	1	9	1	5	5	0	1	0	0	1	0	0
XP_005177775.1	known	Bilateria	1	1	9	1	4	2	1	0	0	2	7	0	0
XP_005179855.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	10	4	4
XP_005176059.1	known	Opisthokont	1	1	9	0	5	16	3	4	9	4	11	4	1
XP_005189893.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005190952.1	known	Opisthokont	1	1	9	1	5	17	3	4	9	5	11	4	3
XP_005182555.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005185509.1	known	Insecta	1	1	9	0	0	13	2	0	0	0	0	0	0
XP_005180869.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005176889.1	known	Insecta	1	1	9	0	5	17	2	0	0	0	0	0	0
XP_005190848.1	known	Bilateria	1	1	8	0	5	9	3	5	5	0	1	0	0
XP_005188057.1	known	Metazoa	1	1	9	0	4	14	2	2	2	3	5	1	0
XP_005176785.1	known	Schizophora	1	0	9	0	0	0	0	0	0	0	0	0	0
XP_005181694.1	known	Diptera	1	1	9	0	3	0	0	0	0	0	0	0	0
XP_005178698.1	known	Schizophora	1	1	1	0	0	0	0	0	0	0	0	0	0
XP_005186493.1	known	Metazoa	1	1	4	1	0	1	0	0	0	0	0	1	0
XP_005192002.1	known	Diptera	1	1	9	1	4	0	0	0	0	0	0	0	0
XP_005190602.1	known	Metazoa	1	1	9	0	3	16	3	3	0	2	10	2	0
XP_005175122.1	known	Schizophora	1	1	6	0	0	0	0	0	0	0	0	0	0
XP_005181170.1	known	Metazoa	1	1	9	0	3	15	3	5	3	4	11	4	0
XP_005182140.1	known	Schizophora	1	0	9	0	0	0	0	0	0	0	0	0	0
PASA1_model_33	novel	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005185454.1	known	Opisthokont	1	1	9	0	5	16	3	4	8	5	11	4	2
XP_005184963.1	known	Metazoa	1	0	6	1	5	13	0	4	5	1	4	2	0
XP_005192263.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005176203.1	known	Protostomia	1	0	9	0	5	2	2	0	0	2	0	0	0
XP_005186661.1	known	Metazoa	1	0	2	0	5	17	3	5	9	5	9	4	0
XP_005185465.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005177237.1	known	Opisthokont	1	1	9	0	5	17	3	5	9	5	10	3	4
XP_005183020.1	known	Metazoa	1	1	7	0	2	12	1	2	4	2	3	2	0
XP_005178685.1	known	Diptera	1	0	8	0	3	0	0	0	0	0	0	0	0
XP_005190396.1	known	Insecta	1	1	9	0	5	14	2	0	0	0	0	0	0
XP_005188687.1	known	Schizophora	1	0	1	0	0	0	0	0	0	0	0	0	0
XP_005188222.1	known	Metazoa	1	1	9	1	5	17	3	2	0	0	0	1	0
XP_005179959.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	4	2
XP_005180288.1	known	Opisthokont	1	1	9	1	3	15	1	3	8	2	11	1	2
XP_005178884.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	4	11	4	4
XP_005191532.1	known	Metazoa	1	1	9	0	5	17	3	4	10	5	10	2	0
XP_005182082.1	known	Metazoa	1	1	5	1	3	16	3	5	10	3	11	3	0
XP_005188688.1	known	Cyclorrhapha	1	0	0	1	0	0	0	0	0	0	0	0	0
XP_005187749.1	known	Schizophora	1	1	9	0	0	0	0	0	0	0	0	0	0
XP_005189834.1	known	Metazoa	1	1	9	0	4	15	2	4	0	3	10	4	0
XP_005181710.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005187081.1	known	Metazoa	1	1	9	0	5	15	3	5	10	5	11	1	0
XP_005190735.1	known	Schizophora	1	0	9	0	0	0	0	0	0	0	0	0	0
XP_005176499.1	known	Metazoa	1	1	9	0	4	16	3	5	9	5	11	4	0
XP_005187677.1	known	Protostomia	1	1	9	0	2	15	3	4	1	2	0	0	0
XP_005178064.1	known	Opisthokont	1	1	9	1	5	16	3	5	10	5	9	4	3
XP_005187648.1	known	Metazoa	1	1	9	1	5	16	2	4	9	5	11	4	0
XP_005175017.1	known	Insecta	1	1	1	1	2	5	1	0	0	0	0	0	0
XP_005187931.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	5	10	4	4
XP_005178201.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005187217.1	known	Diptera	1	1	9	1	1	0	0	0	0	0	0	0	0
XP_005187130.1	known	Opisthokont	1	1	9	1	5	12	3	4	7	5	10	4	4
